S.No,STATE,DISTRICT,Rainfall(mm),Total Geographical Area (ha),Rainfall Recharge,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham)),Total Ground Water Availability in Unconfined Aquifier (ham)-Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)-Saline,Total Ground Water Availability in Unconfined Aquifier (ham)- Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)- Saline,Total Ground Water Availability in the area (ham)-Fresh,Total Ground Water Availability in the area (ham)-Saline
282,KARNATAKA,Bidar,850,545453,31027,37486,37486,3729,33757,20394,60,4416,13297,0,0,33757,0,33757,0
283,KARNATAKA,Chamarajanagara,1105,563926,23621,37564,37564,3427,34136,32793,96,3049,4121,0,0,34136,0,34136,0
284,KARNATAKA,Chikkaballapura,919,425105,22204,33957,33957,3395,30561,50221,164,3150,0,0,0,30561,0,30561,0
285,KARNATAKA,Chikkamagaluru,1244,720948,30055,67574,67574,6757,60817,33809,55,2625,28144,0,0,60817,0,60817,0
286,KARNATAKA,Chitradurga,569,843473,27057,39846,39846,3984,35861,51798,144,4073,661,0,0,35861,0,35861,0
287,KARNATAKA,Dakshina Kannada,4060,486100,64480,74886,74886,7488,67397,29852,44,5412,37285,0,0,67397,0,67397,0
288,KARNATAKA,Davanagere,732,447964,18098,61541,61541,6154,55387,50229,90,3732,18435,0,0,55387,0,55387,0
289,KARNATAKA,Dharwad,770,425485,18623,32392,32392,3239,29153,16127,55,1747,12983,0,0,29153,0,29153,0
290,KARNATAKA,Gadag,710,465515,16896,33195,33195,3319,29875,24299,81,732,7593,0,0,29875,0,29875,0
291,KARNATAKA,Hassan,931,681866,31880,85080,85080,8508,76572,50316,65,1193,31439,0,0,76572,0,76572,0
292,KARNATAKA,Haveri,823,481764,23723,57243,57243,5724,51519,36400,70,2184,17015,0,0,51519,0,51519,0
293,KARNATAKA,Kalburgi,837,1097529,57718,71882,71882,7169,64712,28176,43,7653,36732,0,0,64712,0,64712,0
294,KARNATAKA,Kodagu,2215,411339,19010,24292,24292,2297,21995,7794,35,956,14174,0,0,21995,0,21995,0
295,KARNATAKA,Kolara,822,398993,20540,41208,41208,4120,37087,71709,193,4297,0,0,0,37087,0,37087,0
296,KARNATAKA,Koppal,627,557604,19006,65162,65162,6516,58646,37216,63,2926,25992,0,0,58646,0,58646,0
297,KARNATAKA,Mandya,733,495571,21716,72048,72048,7064,64983,41485,63,4003,26807,0,0,64983,0,64983,0
298,KARNATAKA,Mysuru,811,631056,29077,68839,68839,6883,61955,31959,51,4531,29777,0,0,61955,0,61955,0
299,KARNATAKA,Raichur,552,846992,31251,79221,79221,7870,71350,33819,47,3589,38907,0,0,71350,0,71350,0
300,KARNATAKA,Ramanagara,922,352810,17622,47973,47973,4797,43176,42286,97,3295,3313,0,0,43176,0,43176,0
301,KARNATAKA,Shivamogga,1916,847317,64845,110362,110362,11036,99325,40827,41,2749,60205,0,0,99325,0,99325,0
302,KARNATAKA,Tumakuru,745,1060325,52933,84748,84748,8474,76273,69300,90,5984,15943,0,0,76273,0,76273,0
303,KARNATAKA,Udupi,4419,357072,44022,51877,51877,5187,46689,16071,34,2144,30584,0,0,46689,0,46689,0
304,KARNATAKA,Uttara Kannada,2600,1029691,81452,91516,91516,8867,82649,26608,32,3194,55992,0,0,82649,0,82649,0
305,KARNATAKA,Vijayanagara,661,566765,22333,40054,40054,4005,36049,31814,88,1632,7129,0,0,36049,0,36049,0
306,KARNATAKA,Vijayapura,612,1050304,64350,100349,100349,10034,90314,39030,43,5237,52432,0,0,90314,0,90314,0
307,KARNATAKA,Yadgir,836,527499,23661,59712,59712,5661,54050,20282,37,3230,34410,0,0,54050,0,54050,0
308,KERALA,ALAPPUZHA,2688,141403,31758,38652,38652,3014,35637,14257,40,10454,21183,0,0,35637,0,35637,0
309,KERALA,ERNAKULAM,3146,294447,44815,52318,52318,5123,47195,23401,49,19007,20033,0,0,47195,0,47195,0
310,KERALA,IDUKKI,3606,435805,19216,21271,21271,2127,19144,10126,52,4115,8949,0,0,19144,0,19144,0
311,KERALA,KANNUR,3279,296796,40443,45121,45121,4512,40609,20182,49,14322,18219,0,0,40609,0,40609,0
312,KERALA,KASARGOD,3452,196130,29622,35227,35227,3522,31704,23139,72,11365,5781,0,0,31704,0,31704,0
313,KERALA,KOLLAM,2361,249100,33911,37455,37455,3646,33809,16963,50,12609,16333,0,0,33809,0,33809,0
314,KERALA,KOTTAYAM,2950,222088,35334,41653,41653,3885,37768,13808,36,9183,23670,0,0,37768,0,37768,0
315,KERALA,KOZHIKKODE,3366,234230,32804,34914,34914,3491,31422,19480,61,20923,7434,25266,0,56689,0,56689,0
316,KERALA,MALAPPURAM,2763,354981,43614,52693,52693,5133,47560,34811,73,49258,10735,0,0,47560,0,47560,0
317,KERALA,PALAKKAD,2182,447622,35922,64453,64453,6036,58416,34305,58,22322,19891,0,0,58416,0,58416,0
318,KERALA,PATHANAMTHITTA,2776,262675,23884,26299,26299,2526,23773,7649,32,4195,15797,0,0,23773,0,23773,0
319,KERALA,THIRUVANANTHAPURAM,1808,218797,25966,29238,29238,2470,26767,17684,66,13568,8299,0,0,26767,0,26767,0
320,KERALA,THRISSUR,3006,302385,48319,63934,63934,6092,57841,34472,59,17127,20773,0,0,57841,0,57841,0
321,KERALA,WAYANAD,3060,213062,22654,23684,23684,2368,21315,5604,26,5047,14941,0,0,21315,0,21315,0
322,LADAKH,KARGIL,89,693000,489,1560,1560,156,1404,479,34,454,925,0,0,1404,0,1404,0
323,LADAKH,LEH,62,2870600,980,5181,5181,518,4662,1397,29,1281,3265,0,0,4662,0,4662,0
324,LAKSHDWEEP,AMINI,1805,571,300,300,247,120,127,70,55,72,55,0,0,127,0,127,0
325,LAKSHDWEEP,ANDROTH,1805,712,374,374,311,149,161,85,52,88,73,0,0,161,0,161,0
326,LAKSHDWEEP,KAVARATTI,1805,634,333,333,269,133,136,100,74,103,32,0,0,136,0,136,0
327,LAKSHDWEEP,KILTAN,1805,267,140,140,114,56,58,36,62,37,21,0,0,58,0,58,0
328,LAKSHDWEEP,MINICOY,1805,437,230,230,178,92,86,56,65,58,28,0,0,86,0,86,0
329,MADHYA PRADESH,AGAR MALWA,1036,272193,31648,43629,43629,2181,41448,37316,90,1766,6494,0,0,41448,0,41448,0
330,MADHYA PRADESH,ALIRAJPUR,836,331800,20453,23164,23164,1158,22005,9120,41,2049,12776,0,0,22005,0,22005,0
331,MADHYA PRADESH,ANUPPUR,1423,372400,29039,29724,29724,1486,28238,7121,25,1623,21073,0,0,28238,0,28238,0
332,MADHYA PRADESH,ASHOKNAGAR,935,467394,28128,38939,38939,1946,36992,23133,62,1927,13781,0,0,36992,0,36992,0
333,MADHYA PRADESH,BALAGHAT,1471,922900,69293,76412,76412,4506,71905,16746,23,4018,55036,0,0,71905,0,71905,0
334,MADHYA PRADESH,BARWANI,742,542200,33297,56388,56388,3105,53282,37324,70,4139,20165,0,0,53282,0,53282,0
335,MADHYA PRADESH,BETUL,1081,1004300,84847,105478,105478,5339,100139,48769,48,3917,51225,0,0,100139,0,100139,0
336,MADHYA PRADESH,BHIND,951,445900,80465,95935,95935,5569,90366,29422,32,3758,60797,0,0,90366,0,90366,0
337,MADHYA PRADESH,BHOPAL,1106,277237,30498,39529,39529,1976,37553,29776,79,5584,7401,0,0,37553,0,37553,0
338,MADHYA PRADESH,BURHANPUR,883,323300,25152,36028,36028,1801,34227,24564,71,1859,9562,0,0,34227,0,34227,0
339,MADHYA PRADESH,CHHATARPUR,1095,868736,65883,88202,88202,4410,83792,53773,64,3324,29851,0,0,83792,0,83792,0
340,MADHYA PRADESH,CHHINDWARA,1221,1181500,89834,108033,108033,6362,101671,62932,61,5674,38531,0,0,101671,0,101671,0
341,MADHYA PRADESH,DAMOH,1176,730600,27965,39610,39610,1980,37629,21983,58,2735,15276,0,0,37629,0,37629,0
342,MADHYA PRADESH,DATIA,963,269100,40896,49572,49572,2478,47093,17065,36,1894,29929,0,0,47093,0,47093,0
343,MADHYA PRADESH,DEWAS,1069,702084,67453,87896,87896,4419,83477,65914,78,4579,19074,0,0,83477,0,83477,0
344,MADHYA PRADESH,DHAR,902,815300,85677,138112,138112,6905,131206,86470,65,6648,55811,0,0,131206,0,131206,0
345,MADHYA PRADESH,DINDORI,1376,572500,31542,32837,32837,1641,31195,4284,13,1986,26804,0,0,31195,0,31195,0
346,MADHYA PRADESH,GUNA,1082,639000,68453,89336,89336,4466,84869,54827,64,2715,29900,0,0,84869,0,84869,0
347,MADHYA PRADESH,GWALIOR,879,456400,54334,81243,81243,4062,77181,25832,33,6003,50934,0,0,77181,0,77181,0
348,MADHYA PRADESH,HARDA,1374,333000,28714,47713,47713,2385,45328,16320,36,1330,28941,0,0,45328,0,45328,0
349,MADHYA PRADESH,HOSHANGABAD,1437,670400,137409,186769,186769,9340,177429,44759,25,2355,132592,0,0,177429,0,177429,0
350,MADHYA PRADESH,INDORE,941,389800,39897,57203,57203,2860,54343,64580,118,8966,2311,0,0,54343,0,54343,0
351,MADHYA PRADESH,JABALPUR,1227,522093,52926,64396,64396,3219,61176,32584,53,6365,28076,0,0,61176,0,61176,0
352,MADHYA PRADESH,JHABUA,849,346000,21185,27241,27241,1362,25879,10959,42,3147,14644,0,0,25879,0,25879,0
353,MADHYA PRADESH,KATNI,1171,489400,34740,41514,41514,2075,39438,18734,47,2996,20541,0,0,39438,0,39438,0
354,MADHYA PRADESH,KHANDWA,950,752450,55498,122819,122819,8939,113880,45302,39,3285,68509,0,0,113880,0,113880,0
355,MADHYA PRADESH,KHARGONE,950,803000,57720,101027,101027,5742,95285,42562,44,4866,52448,0,0,95285,0,95285,0
356,MADHYA PRADESH,MANDLA,1445,754400,42168,47645,47645,2382,45263,9951,21,2690,35197,0,0,45263,0,45263,0
357,MADHYA PRADESH,MANDSAUR,880,553006,46090,69349,69349,3467,65882,67072,101,3617,7109,0,0,65882,0,65882,0
358,MADHYA PRADESH,MORENA,753,496889,51834,71133,71133,3556,67576,28935,42,6348,38273,0,0,67576,0,67576,0
359,MADHYA PRADESH,NARSINGHPUR,1243,513300,105130,126082,126082,6304,119778,78440,65,2452,41260,0,0,119778,0,119778,0
360,MADHYA PRADESH,NEEMUCH,850,420044,27448,39149,39149,1957,37191,37760,101,1846,2715,0,0,37191,0,37191,0
361,MADHYA PRADESH,NIWARI,1070,156462,14906,20177,20177,1008,19168,12888,67,1339,6102,0,0,19168,0,19168,0
362,MADHYA PRADESH,PANNA,1182,713500,46904,54691,54691,2734,51956,18936,36,2635,32900,0,0,51956,0,51956,0
363,MADHYA PRADESH,RAISEN,1237,846640,83344,97481,97481,5506,91974,47455,51,3727,44273,0,0,91974,0,91974,0
364,MADHYA PRADESH,RAJGARH,999,615498,73586,94350,94350,4717,89632,79340,88,4534,11122,0,0,89632,0,89632,0
365,MADHYA PRADESH,RATLAM,953,486100,51872,83301,83301,4416,78884,105732,134,6066,2549,0,0,78884,0,78884,0
366,MADHYA PRADESH,REWA,1143,631360,44628,54271,54271,2713,51557,28176,54,6185,22972,0,0,51557,0,51557,0
367,MADHYA PRADESH,SAGAR,1197,1025200,90783,109286,109286,5835,103451,61105,59,4089,42117,0,0,103451,0,103451,0
368,MADHYA PRADESH,SATNA,1075,752016,60191,77988,77988,3899,74089,47589,64,5077,28506,0,0,74089,0,74089,0
369,MADHYA PRADESH,SEHORE,1217,657800,52880,71568,71568,3578,67990,42500,62,2714,25343,0,0,67990,0,67990,0
370,MADHYA PRADESH,SEONI,1323,875800,62830,71843,71843,3592,68251,29479,43,3532,38617,0,0,68251,0,68251,0
371,MADHYA PRADESH,SHAHDOL,1225,584100,49991,51684,51684,2584,49100,7451,15,2440,41548,0,0,49100,0,49100,0
372,MADHYA PRADESH,SHAJAPUR,1036,347325,41830,56585,56585,2829,53756,55988,104,2288,2526,0,0,53756,0,53756,0
373,MADHYA PRADESH,SHEOPUR,799,660600,35205,55752,55752,4400,51351,19667,38,1968,31566,0,0,51351,0,51351,0
374,MADHYA PRADESH,SHIVPURI,994,1027800,68374,89022,89022,6314,82707,55271,66,5048,27139,0,0,82707,0,82707,0
375,MADHYA PRADESH,SIDHI,1154,485400,26641,30358,30358,1517,28840,10891,37,3157,17753,0,0,28840,0,28840,0
376,MADHYA PRADESH,SINGRAULI,1175,567200,33690,37029,37029,1851,35178,13966,39,2945,20979,0,0,35178,0,35178,0
377,MADHYA PRADESH,TIKAMGARH,1070,348338,29661,40862,40862,2043,38819,30396,78,3746,7839,0,0,38819,0,38819,0
378,MADHYA PRADESH,UJJAIN,967,613023,70468,98675,98675,4933,93741,99867,106,4104,10011,0,0,93741,0,93741,0
379,MADHYA PRADESH,UMARIA,1250,453900,35763,37390,37390,1869,35520,6752,19,1714,28654,0,0,35520,0,35520,0
380,MADHYA PRADESH,VIDISHA,1135,737100,78265,95502,95502,5233,90268,57220,63,4260,32820,0,0,90268,0,90268,0
381,MAHARASHTRA,Ahmednagar,573,1562475,103441,162903,162903,8268,154635,121592,79,6208,43145,0,0,152887,1747,152887,1747
382,MAHARASHTRA,Akola,782,514164,34210,45004,45004,3204,41799,24753,64,2375,13106,0,0,36856,4943,36856,4943
383,MAHARASHTRA,Amravati,861,839239,64669,94684,94684,6864,87820,67103,79,5234,22251,0,0,77822,9998,77822,9998
384,MAHARASHTRA,Aurangabad,670,950174,79618,118554,118554,5999,112554,72814,64,3462,39739,0,0,112554,0,112554,0
385,MAHARASHTRA,Beed,695,1035205,87061,130289,130289,6831,123458,73383,59,4897,50074,0,0,123458,0,123458,0
386,MAHARASHTRA,Bhandara,1449,396497,32736,94333,94333,7060,87273,26287,30,3759,60927,0,0,87273,0,87273,0
387,MAHARASHTRA,Buldhana,756,820615,66927,93569,93569,5504,88065,64604,74,3365,25190,0,0,86320,1744,86320,1744
388,MAHARASHTRA,Chandrapur,1286,1047657,100385,117366,117366,6228,111137,32802,29,17833,78335,0,0,111137,0,111137,0
389,MAHARASHTRA,Dhule,643,642132,45174,73230,73230,4005,69225,35720,51,1756,33504,0,0,69225,0,69225,0
390,MAHARASHTRA,Gadchiroli,1287,886649,92707,107416,107416,5989,101426,26596,26,4782,74830,0,0,101426,0,101426,0
391,MAHARASHTRA,Gondia,1495,459704,43326,66422,66422,4372,62050,16529,26,6029,45520,0,0,62050,0,62050,0
392,MAHARASHTRA,Hingoli,966,466241,51498,102943,102943,5163,97779,38448,39,2159,59424,0,0,97779,0,97779,0
393,MAHARASHTRA,Jalgaon,687,1137883,89297,144817,144817,7830,136987,106450,77,4887,36664,0,0,136987,0,136987,0
394,MAHARASHTRA,Jalna,684,771800,58383,84654,84654,4303,80351,41953,52,5697,35304,0,0,80351,0,80351,0
395,MAHARASHTRA,Kolhapur,1674,562176,54129,135989,135989,8196,127793,54318,42,2140,73475,0,0,127793,0,127793,0
396,MAHARASHTRA,Latur,702,663548,44853,70877,70877,3954,66923,35972,53,2199,31415,0,0,66923,0,66923,0
397,MAHARASHTRA,Mumbai,2205,7004,1365,1555,1555,77,1477,680,46,619,797,0,0,1477,0,1477,0
398,MAHARASHTRA,Mumbai Sub,2141,36494,6912,7153,7153,357,6795,1869,27,1787,4925,0,0,6795,0,6795,0
399,MAHARASHTRA,Nagpur,1164,799042,68303,102866,102866,5785,97081,46466,47,10252,50628,0,0,97081,0,97081,0
400,MAHARASHTRA,Nanded,1025,1017771,106986,125609,125609,6289,119319,38252,32,3385,81090,0,0,119319,0,119319,0
401,MAHARASHTRA,Nandurbar,939,415278,39900,51835,51835,2774,49060,20489,41,2991,28571,0,0,49060,0,49060,0
402,MAHARASHTRA,Nashik,981,1348856,136223,200913,200913,11142,189770,109442,57,3593,86065,0,0,189770,0,189770,0
403,MAHARASHTRA,Osmanabad,768,671628,63628,89185,89185,4502,84683,50589,59,2315,34273,0,0,84683,0,84683,0
404,MAHARASHTRA,Palghar,2503,276086,18331,22144,22144,1390,20754,4990,24,1017,15763,0,0,20754,0,20754,0
405,MAHARASHTRA,Parbhani,896,621400,59293,87269,87269,4363,82906,38162,46,1950,44743,0,0,82906,0,82906,0
406,MAHARASHTRA,Pune,680,1275728,96759,198864,198864,14827,184036,126071,64,8494,71509,0,0,180459,3577,180459,3577
407,MAHARASHTRA,Raigad,3069,374759,32706,38092,38092,1954,36137,6210,17,1982,29927,0,0,36137,0,36137,0
408,MAHARASHTRA,Ratnagiri,3455,511307,38656,41076,41076,2287,38789,6934,17,1331,31855,0,0,38789,0,38789,0
409,MAHARASHTRA,Sangli,653,842758,57684,144510,144510,9900,134610,70488,53,3414,61692,0,0,131740,2869,131740,2869
410,MAHARASHTRA,Satara,921,877507,55905,111593,111593,6895,104697,65504,62,4854,39595,0,0,104697,0,104697,0
411,MAHARASHTRA,Sindhudurg,3463,279305,20894,23342,23342,1174,22168,9652,43,2223,12515,0,0,22168,0,22168,0
412,MAHARASHTRA,Solapur,663,1483890,94793,146513,146513,7657,138855,107754,77,4853,37691,0,0,138855,0,138855,0
413,MAHARASHTRA,Thane,2526,233447,14767,17290,17290,953,16336,3137,19,739,13199,0,0,16336,0,16336,0
414,MAHARASHTRA,Wardha,1039,581216,58913,89457,89457,4574,84882,42567,50,3455,42458,0,0,84882,0,84882,0
415,MAHARASHTRA,Washim,911,481196,42578,63223,63223,3279,59944,34228,57,2108,25715,0,0,59944,0,59944,0
416,MAHARASHTRA,Yawatmal,1008,1144066,102996,124901,124901,6866,118034,45000,38,7636,73037,0,0,118034,0,118034,0
417,MANIPUR,BISHNUPUR,1987,49600,11830,11913,11913,1191,10722,611,5,290,10104,190080,0,200802,0,200802,0
418,MANIPUR,CHANDEL,0,331300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,MANIPUR,CHURACHANPUR,2133,457000,8218,8287,8287,828,7458,461,6,192,6996,154080,0,161538,0,161538,0
420,MANIPUR,IMPHAL EAST,1717,70900,14609,14948,14948,1494,13453,1085,8,502,12365,178544,0,191997,0,191997,0
421,MANIPUR,IMPHAL WEST,1384,51900,8625,8699,8699,869,7829,865,11,571,6961,188560,0,196389,0,196389,0
422,MANIPUR,SENAPATI,0,327100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,MANIPUR,TAMENGLONG,0,439100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,MANIPUR,THOUBAL,1276,51400,7875,7937,7937,793,7143,703,9,465,6438,220800,0,227943,0,227943,0
425,MANIPUR,UKHRUL,0,454400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,MEGHALAYA,EAST GARO HILLS,2975,144300,8181,9427,9427,942,8484,339,3,368,8116,26817,0,35301,0,35301,0
427,MEGHALAYA,EAST JAINTIA HILLS,2320,204000,16773,16954,16954,1695,15258,190,1,211,15047,21591,0,36850,0,36850,0
428,MEGHALAYA,EAST KHASI HILLS,4032,274800,21763,22693,22693,2269,20424,651,3,694,19727,17382,0,37807,0,37807,0
429,MEGHALAYA,NORTH GARO HILLS,2803,116000,7338,9968,9347,996,8350,409,4,439,7909,37706,0,46057,0,46057,0
430,MEGHALAYA,RI BHOI,2030,244800,6373,6580,6580,658,5922,337,5,349,5550,9954,0,15876,0,15876,0
431,MEGHALAYA,SOUTH GARO HILLS,4210,188700,23405,23529,23529,2352,21176,251,1,272,20904,31202,0,52379,0,52379,0
432,MEGHALAYA,SOUTH WEST GARO HILLS,1634,86600,7713,8092,5251,809,4442,763,17,258,3671,52013,0,56455,0,56455,0
433,MEGHALAYA,SOUTH WEST KHASI HILLS,3918,134100,14093,14357,14357,1435,12922,135,1,147,12774,9707,0,22629,0,22629,0
434,MEGHALAYA,WEST GARO HILLS,2678,281100,30234,31307,20713,3130,17582,2920,16,1071,16886,87850,0,105432,0,105432,0
435,MEGHALAYA,WEST JAINTIA HILLS,2320,177900,11074,11257,11257,1125,10131,593,5,667,9464,13703,0,23834,0,23834,0
436,MEGHALAYA,WEST KHASI HILLS,4062,390600,29585,31705,31705,3170,28535,453,1,497,28038,18404,0,46939,0,46939,0
437,MIZORAM,AIZAWL,2262,357600,1573,1573,1573,157,1415,196,13,210,1205,0,0,1415,0,1415,0
438,MIZORAM,CHAMPHAI,1745,318500,1601,1601,1601,160,1441,43,3,45,1395,0,0,1441,0,1441,0
439,MIZORAM,KOLASIB,2242,138200,2834,2834,2834,283,2551,31,1,33,2518,0,0,2551,0,2551,0
440,MIZORAM,LAWNGTLAI,2003,255700,3337,3337,3337,333,3004,101,3,113,2890,0,0,3004,0,3004,0
441,MIZORAM,LUNGLEI,2168,455700,5167,5167,5167,516,4650,189,4,194,4456,0,0,4650,0,4650,0
442,MIZORAM,MAMIT,2177,300400,4990,4990,4990,499,4491,100,2,112,4378,0,0,4491,0,4491,0
443,MIZORAM,SAIHA,2249,139900,767,767,767,76,690,39,5,41,648,0,0,690,0,690,0
444,MIZORAM,SERCHHIP,1686,142100,872,872,872,87,784,47,6,49,735,0,0,784,0,784,0
445,NAGALAND,Dimapur,1744,92700,21620,23222,23222,1649,21572,1548,7,859,19972,0,0,21572,0,21572,0
446,NAGALAND,Kiphire,1074,113000,184,512,512,51,460,9,2,10,450,0,0,460,0,460,0
447,NAGALAND,Kohima,1779,146300,2413,4353,4353,435,3918,212,5,224,3693,0,0,3918,0,3918,0
448,NAGALAND,Longleng,1879,56200,1162,1503,1503,150,1352,8,0,15,1337,0,0,1352,0,1352,0
449,NAGALAND,Mokokchung,2080,161500,5496,6291,6291,629,5661,146,2,64,5514,0,0,5661,0,5661,0
450,NAGALAND,Mon,1469,178600,4337,4630,4630,463,4167,151,3,140,4015,0,0,4167,0,4167,0
451,NAGALAND,Peren,1394,165100,4272,6030,6030,603,5427,261,4,79,5164,0,0,5427,0,5427,0
452,NAGALAND,Phek,1295,202600,703,1861,1861,186,1675,37,2,38,1636,0,0,1675,0,1675,0
453,NAGALAND,Tuensang,2079,253600,1010,2882,2882,288,2594,43,1,44,2549,0,0,2594,0,2594,0
454,NAGALAND,Wokha,2166,162800,6960,8676,8676,867,7808,173,2,169,7633,0,0,7808,0,7808,0
455,NAGALAND,Zunheboto,2080,125500,897,1755,1755,175,1579,58,3,58,1520,0,0,1579,0,1579,0
456,ODISHA,ANGUL,1290,639346,43253,58857,58857,4150,54706,29762,54,4916,24570,0,0,54706,0,54706,0
457,ODISHA,BALASORE,1715,382061,91837,165701,165701,12985,152716,78466,59,6734,53322,0,0,130843,21872,130843,21872
458,ODISHA,BARGARH,1259,584545,39936,65590,65590,4329,61261,34131,55,4490,27303,0,0,61261,0,61261,0
459,ODISHA,BHADRAK,1511,252236,42111,92743,92743,9274,83469,36492,60,2883,20976,0,0,53414,30054,53414,30054
460,ODISHA,BOLANGIR,1226,656196,45636,61634,61634,4782,56852,29446,51,6244,26891,0,0,56852,0,56852,0
461,ODISHA,BOUDH,1312,310998,18427,25984,25984,2134,23850,11200,46,1516,12583,0,0,23850,0,23850,0
462,ODISHA,CUTTACK,1577,372859,48087,76158,76158,7100,69058,32463,47,7400,36356,0,0,69058,0,69058,0
463,ODISHA,DEOGARH,1317,296264,21288,33284,33284,3328,29955,17648,58,1009,12276,0,0,29955,0,29955,0
464,ODISHA,DHENKANAL,1428,447581,34421,48346,48346,3522,44823,17393,38,3895,27334,0,0,44823,0,44823,0
465,ODISHA,GAJAPATI,1379,433221,17710,22228,22228,2107,20121,7278,36,1771,12800,0,0,20121,0,20121,0
466,ODISHA,GANJAM,1296,823437,62931,106862,106862,9217,97644,42022,43,12092,52953,0,0,95375,2268,95375,2268
467,ODISHA,JAGATSINGHPUR,1475,188988,30732,64472,64472,6134,58337,29315,58,2461,18542,0,0,45234,13102,45234,13102
468,ODISHA,JAJPUR,1644,286459,42460,61028,61028,4579,56448,35523,64,5010,18215,0,0,52262,4186,52262,4186
469,ODISHA,JHARSUGUDA,1314,212227,17384,21051,21051,1562,19489,9998,51,2717,9291,0,0,19489,0,19489,0
470,ODISHA,KALAHANDI,1479,791435,48086,68300,68300,5532,62768,27880,44,5323,34657,0,0,62767,1,62767,1
471,ODISHA,KANDHAMAL,1648,804007,31244,36971,36971,2819,34151,11104,32,2396,22982,0,0,34150,1,34150,1
472,ODISHA,KENDRAPARA,1540,226344,39911,62412,62412,5099,57312,15647,64,1213,5935,0,0,16591,40720,16591,40720
473,ODISHA,KEONJHAR,1386,833982,66951,92078,92078,8373,83705,38739,46,6604,44692,0,0,83705,0,83705,0
474,ODISHA,KHURDA,1429,288977,28930,46994,46994,4231,42763,26999,63,7983,16373,0,0,42763,0,42763,0
475,ODISHA,KORAPUT,1519,856171,45303,56062,56062,4692,51369,13431,26,4827,37711,0,0,51369,0,51369,0
476,ODISHA,MALKANGIRI,1476,524946,27545,36604,36604,2936,33667,6813,20,2256,26729,0,0,33667,0,33667,0
477,ODISHA,MAYURBHANJ,1522,1052572,102745,148833,148833,10661,138171,62400,45,8297,75487,0,0,138171,0,138171,0
478,ODISHA,NABARANGAPUR,1570,565581,51969,59816,59816,5464,54352,21239,39,4141,32932,0,0,54352,0,54352,0
479,ODISHA,NAYAGARH,1409,391041,26602,38649,38649,2801,35847,17034,47,8151,18775,0,0,35847,0,35847,0
480,ODISHA,NUAPADA,1120,385308,23767,33764,33764,2734,31030,19846,63,2030,11112,0,0,31030,0,31030,0
481,ODISHA,PURI,1520,258611,45217,74499,74499,5922,68577,33873,54,5336,27120,0,0,59644,8932,59644,8932
482,ODISHA,RAYAGADA,1337,728198,28733,35771,35771,2762,33008,11734,35,3199,21159,0,0,33008,0,33008,0
483,ODISHA,SAMBALPUR,1423,662280,46641,66350,66350,5594,60756,21040,34,3356,39628,0,0,60756,0,60756,0
484,ODISHA,SUBARNAPUR,1335,236709,19323,27832,27832,2048,25784,13383,51,1988,12416,0,0,25784,0,25784,0
485,ODISHA,SUNDARGARH,1279,975069,73088,89815,89815,6543,83272,37757,45,6671,45166,0,0,83272,0,83272,0
486,PUDUCHERRY,KARAIKAL,779,16100,1275,4277,4277,427,3850,1480,38,973,2330,0,0,3850,0,3850,0
487,PUDUCHERRY,PUDUCHERRY,1481,32200,5431,14717,14717,1219,13497,11689,86,4484,1671,0,0,13497,0,13497,0
488,PUNJAB,Amritsar,646,267640,34860,148344,148554,14834,133929,237200,177,6453,0,3009017,0,3142947,0,3142947,0
489,PUNJAB,Barnala,517,141301,14687,56621,56621,5662,50959,111521,218,2539,0,1042826,1405,1093785,1405,1093785,1405
490,PUNJAB,Bathinda,350,337424,20834,121117,121117,12111,109006,122278,108,5914,18363,2246277,234834,2355283,234834,2355283,234834
491,PUNJAB,Faridkot,376,147598,10980,63607,63607,6360,57246,90770,122,2632,0,1007678,72264,1064924,72264,1064924,72264
492,PUNJAB,Fatehgarh Sahib,685,114246,16196,38762,38762,3876,34885,72236,207,2554,0,1195038,0,1229924,0,1229924,0
493,PUNJAB,Fazilka,258,273954,12723,81181,87871,8118,86444,95726,62,5118,40552,0,0,86444,0,86444,0
494,PUNJAB,Firozpur,407,251953,20725,145167,156332,14516,152981,175215,110,3514,21373,2725305,150405,2878286,150405,2878286,150405
495,PUNJAB,Gurdaspur,819,261425,42909,167851,168606,16785,152576,208114,136,7138,3991,2767176,0,2919753,0,2919753,0
496,PUNJAB,Hoshiarpur,840,336871,55052,89245,89432,8073,81546,94792,116,6741,9548,4407400,0,4488947,0,4488947,0
497,PUNJAB,Jalandhar,625,262999,32727,79814,81248,7981,74700,190146,254,13642,0,3394749,0,3469450,0,3469450,0
498,PUNJAB,Kapurthala,620,162875,20788,68274,73139,6827,71176,151281,212,3482,0,1703563,0,1774740,0,1774740,0
