S.No,STATE,DISTRICT,Rainfall(mm),Total Geographical Area (ha),Rainfall Recharge,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham)),Total Ground Water Availability in Unconfined Aquifier (ham)-Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)-Saline,Total Ground Water Availability in Unconfined Aquifier (ham)- Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)- Saline,Total Ground Water Availability in the area (ham)-Fresh,Total Ground Water Availability in the area (ham)-Saline
12,ANDHRA PRADESH,Guntur,864,245303,21451,66176,66176,3308,62867,10636,19,2729,41708,409385,354142,461835,364560,461835,364560
13,ANDHRA PRADESH,Kakinada,1168,301979,30105,121898,121898,6095,115803,17175,17,2378,73507,0,0,88200,27602,88200,27602
14,ANDHRA PRADESH,Konaseema,1322,208095,32625,140065,140065,7003,133062,21290,16,1327,86094,0,0,103207,29854,103207,29854
15,ANDHRA PRADESH,Krishna,1031,388056,44743,230731,230731,11536,219195,43122,27,2736,111998,1029788,1317118,1185476,1380625,1185476,1380625
16,ANDHRA PRADESH,Kurnool,609,797740,37124,91621,91621,4581,87039,17141,19,5364,69721,0,0,87039,0,87039,0
17,ANDHRA PRADESH,NTR,1033,318124,21177,90522,90522,4526,85996,18753,21,1882,67367,0,0,85996,0,85996,0
18,ANDHRA PRADESH,Nandyal,661,968615,22717,80933,80933,4046,76886,14323,18,499,62563,0,0,76886,0,76886,0
19,ANDHRA PRADESH,Palnadu,754,730123,28847,103634,103634,5181,98452,29680,30,4574,69213,1410701,116865,1507708,118311,1507708,118311
20,ANDHRA PRADESH,Parvathipuram Manyam,1156,365900,35064,96557,96557,4828,91729,19087,20,3145,72973,0,0,91729,0,91729,0
21,ANDHRA PRADESH,Prakasam,807,1432121,72300,104736,104736,5237,99498,31294,32,4940,67121,4872387,166957,4967605,171237,4967605,171237
22,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,1036,1045134,92993,257518,257518,12876,244641,70265,28,4588,175236,3262256,0,3506896,1,3506896,1
23,ANDHRA PRADESH,Sri Sathya Sai,589,868689,43940,117668,117668,5883,111784,63424,56,11119,55820,1632707,0,1744492,0,1744492,0
24,ANDHRA PRADESH,Srikakulam,1172,457587,44553,98361,98361,4918,93443,17625,18,9982,75129,0,0,93367,76,93367,76
25,ANDHRA PRADESH,Tirupati,1139,822936,80693,181696,181696,9085,172611,45010,27,8649,118478,3550830,5212,3714721,13933,3714721,13933
26,ANDHRA PRADESH,Visakhapatnam,1118,100167,7480,13539,13539,677,12862,5911,45,4184,6227,734005,0,746868,0,746868,0
27,ANDHRA PRADESH,Vizianagaram,1020,414286,30189,147402,147402,7370,140032,32800,23,3228,108617,0,0,140032,0,140032,0
28,ANDHRA PRADESH,West Godavari,1221,217842,40926,155732,155732,7786,147945,6751,10,1319,50430,0,0,57309,90635,57309,90635
29,ANDHRA PRADESH,Y.S.R Kadapa,668,1121847,56852,113552,113552,5677,107874,39365,36,2462,69773,7206891,0,7314765,0,7314765,0
30,ARUNACHAL PRADESH,ANJAW,0,619000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,ARUNACHAL PRADESH,CHANGLANG,2599,466200,24248,77339,75921,7733,68187,448,0,205,67724,1890433,0,1958621,0,1958621,0
32,ARUNACHAL PRADESH,DIBANG VALLEY,0,912900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,ARUNACHAL PRADESH,EAST KAMENG,2136,413400,11748,17301,17301,1730,15571,409,2,35,15156,0,0,15571,0,15571,0
34,ARUNACHAL PRADESH,EAST SIANG,4418,360300,67901,78237,77647,3911,73735,650,0,73,73081,3875396,0,3949132,0,3949132,0
35,ARUNACHAL PRADESH,KURUNG KUMEY,0,604000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,ARUNACHAL PRADESH,LOHIT,3003,521200,92965,100903,98611,10090,88520,648,0,254,87855,7101360,0,7189880,0,7189880,0
37,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,3507,390000,74067,88040,88040,8804,79236,259,0,34,78976,4320000,0,4399236,0,4399236,0
38,ARUNACHAL PRADESH,LOWER SUBANSIRI,2136,350800,3337,5277,5112,527,4584,107,2,28,4471,359620,0,364204,0,364204,0
39,ARUNACHAL PRADESH,PAPUM PARE,3336,346200,10464,22845,22722,2284,20438,262,1,128,20150,98904,0,119342,0,119342,0
40,ARUNACHAL PRADESH,TAWANG,0,217200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,ARUNACHAL PRADESH,TIRAP,3459,236200,8801,9227,9227,922,8304,145,1,71,8156,441405,0,449709,0,449709,0
42,ARUNACHAL PRADESH,UPPER SIANG,0,659000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,ARUNACHAL PRADESH,UPPER SUBANSIRI,1746,703200,215,15158,15158,1515,13642,82,0,26,13554,0,0,13642,0,13642,0
44,ARUNACHAL PRADESH,WEST KAMENG,2521,742200,2740,18893,18893,1889,17003,17,0,12,16985,0,0,17003,0,17003,0
45,ARUNACHAL PRADESH,WEST SIANG,2912,832500,5362,19321,19321,1932,17389,178,1,23,17209,0,0,17389,0,17389,0
46,ASSAM,BAKSA,3274,246256,141127,149711,144520,14971,129549,4524,3,2042,124940,1804603,0,1934153,0,1934153,0
47,ASSAM,BARPETA,2051,228200,91998,101718,100737,5501,95236,28265,29,4232,66607,724788,0,820025,0,820025,0
48,ASSAM,BONGAIGAON,3102,109300,46133,51598,50938,5159,45778,11791,25,1780,33840,550360,0,596138,0,596138,0
49,ASSAM,CACHAR,3311,378600,86912,90629,55912,9062,46849,1541,3,1663,45173,386828,0,433678,0,433678,0
50,ASSAM,CHIRANG,3218,192300,93222,101165,100871,10116,90755,2497,2,1014,88213,1436316,0,1527072,0,1527072,0
51,ASSAM,DARRANG,1951,158500,46276,55763,46973,5576,41397,17680,42,2350,23506,1245610,0,1287007,0,1287007,0
52,ASSAM,DHEMAJI,2859,323700,134479,145543,127343,14554,112789,4562,4,1588,108100,3655746,0,3768536,0,3768536,0
53,ASSAM,DHUBRI,2752,217600,86720,100300,100300,10030,90270,26826,29,3566,63090,561878,0,652149,0,652149,0
54,ASSAM,DIBRUGARH,2649,338100,132585,137217,122700,13721,108978,8317,7,2749,100534,3852722,0,3961700,0,3961700,0
55,ASSAM,DIMA HASAO,2791,488800,62795,62926,62926,6292,56633,571,1,243,56049,351450,0,408083,0,408083,0
56,ASSAM,GOALPARA,2583,182400,66417,73001,66823,7300,59522,12391,20,2584,46895,941194,0,1000717,0,1000717,0
57,ASSAM,GOLAGHAT,1751,350200,122816,126190,121313,12619,108694,5891,5,2052,102701,834804,0,943499,0,943499,0
58,ASSAM,HAILAKANDI,2838,132700,24786,26865,17150,2686,14464,523,3,566,13892,149716,0,164180,0,164180,0
59,ASSAM,JORHAT,2265,285100,95546,101903,83421,10190,73231,6848,9,1141,66341,1951301,0,2024532,0,2024532,0
60,ASSAM,KAMRUP,1896,310500,74715,85345,78736,8534,70201,23807,33,3653,46145,1455758,0,1525960,0,1525960,0
61,ASSAM,KAMRUP (M),1813,26200,5219,5351,5248,535,4713,3503,74,3415,1176,148114,0,152828,0,152828,0
62,ASSAM,KARBI ANGLONG,1122,1043400,129582,136323,133670,13632,120037,2978,2,2051,116917,1991499,0,2111537,0,2111537,0
63,ASSAM,KARIMGANJ,3751,180900,60369,62584,53019,6258,46760,1376,2,1404,45261,243814,0,290575,0,290575,0
64,ASSAM,KOKRAJHAR,3102,329600,151567,159036,158888,15903,142984,8052,5,1750,134895,1387250,0,1530234,0,1530234,0
65,ASSAM,LAKHIMPUR,3270,227700,109587,112967,76353,11296,65056,6672,10,2340,58225,462905,0,527962,0,527962,0
66,ASSAM,MORIGAON,1884,155100,49456,55498,54629,2774,51854,13071,25,2470,38549,1180602,0,1232457,0,1232457,0
67,ASSAM,NAGAON,1884,397300,107361,127299,121631,12729,108901,31428,28,4637,77063,1194447,0,1303349,0,1303349,0
68,ASSAM,NALBARI,1896,104644,38139,42636,40120,2131,37988,9157,24,1747,28750,569705,0,607694,0,607694,0
69,ASSAM,SIBSAGAR,2412,266800,128330,131076,120087,13107,106980,4479,4,1794,102435,1125325,0,1232306,0,1232306,0
70,ASSAM,SONITPUR,1978,520400,152304,163891,140119,16389,123730,12912,10,4123,110567,5925462,0,6049192,0,6049192,0
71,ASSAM,TINSUKIA,2322,379000,129599,136435,120474,13643,106830,7125,6,2935,99527,1850569,0,1957399,0,1957399,0
72,ASSAM,UDALGURI,1957,201200,61302,94500,77930,9450,68480,6094,8,1562,62328,1523273,0,1591753,0,1591753,0
73,BIHAR,ARARIA,1632,278937,82306,147399,147399,13922,133477,35600,26,9930,98307,0,0,133477,0,133477,0
74,BIHAR,ARWAL,874,63683,11348,20528,20528,1750,18778,8054,42,2707,10626,0,0,18778,0,18778,0
75,BIHAR,AURANGABAD,974,330284,59882,127742,127742,11131,116611,28611,24,8547,87477,0,0,116611,0,116611,0
76,BIHAR,BANKA,974,301954,46853,73442,73442,7344,66098,17950,27,7063,48317,0,0,66098,0,66098,0
77,BIHAR,BEGUSARAI,1090,189131,50869,60091,60091,6009,54082,33737,62,9751,19688,0,0,54082,0,54082,0
78,BIHAR,BHAGALPUR,1207,260255,63547,75240,75240,7032,68207,23589,34,7123,44442,0,0,68207,0,68207,0
79,BIHAR,BHOJPUR,1051,227530,47356,80117,80117,7251,72865,37834,51,9120,37015,0,0,72865,0,72865,0
80,BIHAR,BUXAR,975,171006,32810,58178,58178,5817,52360,25500,48,5508,26454,0,0,52360,0,52360,0
81,BIHAR,DARBHANGA,1123,250429,58204,72090,72090,7018,65072,34200,52,13733,30958,0,0,65072,0,65072,0
82,BIHAR,EAST CHAMPARAN,1197,395887,90519,176571,176571,15848,160722,74048,46,15135,87359,0,0,160722,0,160722,0
83,BIHAR,GAYA,1003,498586,92847,132061,132061,12769,119291,49295,41,15088,69987,0,0,119291,0,119291,0
84,BIHAR,GOPALGANJ,1135,201913,43003,92902,92902,8838,84064,45745,54,8796,41696,0,0,84064,0,84064,0
85,BIHAR,JAMUI,1107,309826,37004,51049,51049,4827,46222,13737,29,5958,33475,0,0,46222,0,46222,0
86,BIHAR,JEHANABAD,936,93257,17761,31093,31093,2901,28192,23452,83,3718,5910,0,0,28192,0,28192,0
87,BIHAR,KAIMUR,1126,336206,48197,84412,84412,8196,76216,26900,35,5666,48865,0,0,76216,0,76216,0
88,BIHAR,KATIHAR,1342,300991,91183,126789,126789,12071,114718,60180,52,9062,54026,0,0,114718,0,114718,0
89,BIHAR,KHAGARIA,1233,148572,41861,48562,48562,4856,43706,25980,59,5655,17276,0,0,43706,0,43706,0
90,BIHAR,KISHANGANJ,2090,191143,80165,86876,86876,6555,80321,25056,31,5684,54812,0,0,80321,0,80321,0
91,BIHAR,LAKHISARAI,1146,122774,23685,38677,38677,3810,34867,12931,37,3127,22053,0,0,34867,0,34867,0
92,BIHAR,MADHEPURA,1392,178840,45276,101611,101611,9848,91763,39315,42,6993,58963,0,0,91763,0,91763,0
93,BIHAR,MADHUBANI,1293,348645,87479,133840,133840,11811,122029,51738,42,15251,74548,0,0,122029,0,122029,0
94,BIHAR,MUNGER,1146,139550,27936,40510,40510,3916,36594,10135,27,4557,26254,0,0,36594,0,36594,0
95,BIHAR,MUZAFFARPUR,1154,304277,68384,107234,107234,9534,97699,69672,71,16293,28445,0,0,97699,0,97699,0
96,BIHAR,NALANDA,1002,234996,47771,66727,66727,6187,60539,44600,73,9349,19265,0,0,60539,0,60539,0
97,BIHAR,NAWADA,1041,248657,48753,68464,68464,6757,61707,30601,49,6128,30916,0,0,61707,0,61707,0
98,BIHAR,PATNA,1074,320084,77830,104005,104005,9900,94104,58243,61,16981,35460,0,0,94104,0,94104,0
99,BIHAR,PURNEA,1598,320239,100934,171891,171891,17189,154702,50534,32,10738,105679,0,0,154702,0,154702,0
100,BIHAR,ROHTAS,949,383926,70877,125464,125464,12546,112917,45157,39,9902,68557,0,0,112917,0,112917,0
101,BIHAR,SAHARSA,1692,166128,57329,77346,77346,7360,69985,24273,34,6179,45220,0,0,69985,0,69985,0
102,BIHAR,SAMASTIPUR,1192,261287,70087,87053,87053,7993,79059,54800,69,14465,23949,0,0,79059,0,79059,0
103,BIHAR,SARAN,1123,262957,54724,101013,101013,9608,91404,42413,46,13369,50886,0,0,91404,0,91404,0
104,BIHAR,SHEIKHPURA,1008,68809,13763,18812,18812,1841,16971,8723,51,2163,8486,0,0,16971,0,16971,0
105,BIHAR,SHEOHAR,1293,44299,12935,18558,18558,1812,16745,10073,60,2290,6489,0,0,16745,0,16745,0
106,BIHAR,SITAMARHI,1293,218520,56351,64289,64289,5108,59180,31694,53,11600,26563,0,0,59180,0,59180,0
107,BIHAR,SIWAN,1135,222307,47166,96430,96430,8653,87776,52067,59,11172,34820,0,0,87776,0,87776,0
108,BIHAR,SUPAUL,1273,241026,53487,102228,102228,9368,92860,33421,35,7538,58838,0,0,92860,0,92860,0
109,BIHAR,VAISHALI,1176,199518,51858,76872,76872,6812,70060,49169,70,10889,23911,0,0,70060,0,70060,0
110,BIHAR,WEST CHAMPARAN,1472,434438,94927,167834,167834,15594,152239,41137,27,13792,110113,0,0,152239,0,152239,0
111,CHANDIGARH,CHANDIGARH,1078,11400,1085,5204,5204,520,4684,3793,80,2625,890,0,0,4684,0,4684,0
112,CHHATTISGARH,BALOD,1122,280874,15674,37720,37720,3235,34485,24743,71,2356,9646,48701,0,83186,0,83186,0
113,CHHATTISGARH,BALODA BAZAR,1385,499440,31189,55769,55769,5473,50296,25653,51,6482,23635,94034,0,144331,0,144331,0
114,CHHATTISGARH,BALRAMPUR,1317,713920,40040,43229,43229,3862,39367,9869,25,2200,29300,103587,0,142954,0,142954,0
115,CHHATTISGARH,BASTAR,1362,612998,23225,25089,25089,2191,22897,7697,33,2400,15033,72248,0,95146,0,95146,0
116,CHHATTISGARH,BEMETARA,1122,285481,16047,48203,48203,4178,44024,41308,93,2889,7761,52427,0,96452,0,96452,0
117,CHHATTISGARH,BIJAPUR,1528,661248,50074,50757,50757,5075,45681,2600,5,711,43032,87545,0,133227,0,133227,0
118,CHHATTISGARH,BILASPUR,1114,350848,19150,36411,36411,3494,32917,22739,69,6529,9767,58470,0,91387,0,91387,0
119,CHHATTISGARH,DANTEWADA,1327,341050,25425,26801,26801,2453,24347,3749,15,820,20536,58028,0,82376,0,82376,0
120,CHHATTISGARH,DHAMTARI,1385,408193,19625,47141,47141,4281,42860,34380,80,2180,10199,46660,0,89521,0,89521,0
121,CHHATTISGARH,DURG,1122,231999,14807,35035,35035,3013,32022,26833,83,5135,6143,43268,0,75290,0,75290,0
122,CHHATTISGARH,GARIABAND,1385,582266,20976,32976,32976,3153,29822,20270,67,1877,9393,48944,0,78767,0,78767,0
123,CHHATTISGARH,GOURELA-PENDRA-MARWAHI,1229,230739,12007,13978,13978,1218,12760,4808,37,1324,7714,30331,0,43092,0,43092,0
124,CHHATTISGARH,JANJGIR-CHAMPA,1209,422946,18234,44587,44587,3918,40668,23159,56,5146,17039,69027,0,109695,0,109695,0
125,CHHATTISGARH,JASHPUR,1476,645741,27846,33063,33063,2754,30309,13038,43,2320,17140,83598,0,113907,0,113907,0
126,CHHATTISGARH,KABIRDHAM,1117,444705,33042,61207,61207,5172,56034,34274,61,2837,21385,77799,0,133834,0,133834,0
127,CHHATTISGARH,KANKER,1397,643448,60494,70726,70726,6571,64155,21484,33,2150,42518,117100,0,181255,0,181255,0
128,CHHATTISGARH,KONDAGAON,1362,386027,29362,32144,32144,1615,30528,12322,40,1658,18844,68908,0,99437,0,99437,0
129,CHHATTISGARH,KORBA,1392,714544,30585,38126,38126,3523,34603,15362,44,3879,18878,79177,0,113781,0,113781,0
130,CHHATTISGARH,KOREA,1317,597770,55616,63767,63767,5452,58314,13082,22,1819,45139,73440,0,131755,0,131755,0
131,CHHATTISGARH,MAHASAMUND,1406,496300,41690,65928,65928,4560,61367,39110,63,3077,22002,84619,0,145987,0,145987,0
132,CHHATTISGARH,MUNGELI,1351,275036,8457,18165,18165,1816,16349,9501,58,2236,6427,30191,0,46540,0,46540,0
133,CHHATTISGARH,NARAYANPUR,1404,691316,25565,26271,26271,2627,23644,1020,4,412,22592,66145,0,89789,0,89789,0
134,CHHATTISGARH,RAIGARH,1468,683635,36950,46807,46807,3041,43765,21826,49,4491,21560,95739,0,139505,0,139505,0
135,CHHATTISGARH,RAIPUR,1376,289198,19548,46711,46711,4378,42333,29381,69,6815,12354,54650,0,96984,0,96984,0
136,CHHATTISGARH,RAJNANDGAON,1208,668017,40792,77462,77462,6325,71137,46411,65,6010,23521,104824,0,175961,0,175961,0
137,CHHATTISGARH,SUKMA,1403,563579,44273,45054,45054,4505,40549,1561,3,636,38963,103563,0,144112,0,144112,0
138,CHHATTISGARH,SURAJPUR,1317,278720,27941,40789,40789,3027,37761,24140,63,2298,13442,48398,0,86160,0,86160,0
139,CHHATTISGARH,SURGUJA,1369,519115,34929,41463,41463,3441,38021,15555,40,2436,22292,77999,0,116021,0,116021,0
140,DADRA AND NAGAR HAVELI,DADRA NAGAR HAVELI,2265,49100,6032,8642,8642,574,8068,10747,133,1798,629,0,0,8068,0,8068,0
141,DAMAN AND DIU,DAMAN,2157,7200,3109,3222,3222,161,3061,4430,144,1412,0,0,0,3061,0,3061,0
142,DAMAN AND DIU,DIU,832,4000,547,585,585,29,555,1282,230,175,0,0,0,555,0,555,0
143,DELHI,CENTRAL,794,7930,560,2695,2695,269,2426,1805,74,2153,639,0,0,2426,0,2426,0
144,DELHI,EAST,794,3159,178,1695,1695,169,1526,1410,92,1456,116,0,0,1526,0,1526,0
145,DELHI,NAZUL LAND,794,2579,474,676,676,67,608,416,68,114,192,0,0,608,0,608,0
146,DELHI,NEW DELHI,794,15809,1330,3398,3398,339,3058,3713,121,2996,0,0,0,3058,0,3058,0
147,DELHI,NORTH,794,29114,2797,4985,4985,498,4486,4540,101,4016,217,0,0,4486,0,4486,0
148,DELHI,NORTH EAST,794,3567,233,1898,1898,189,1708,1683,98,1506,142,0,0,1708,0,1708,0
149,DELHI,NORTH WEST,794,15436,1576,3907,3907,390,3516,2373,67,2279,1094,0,0,3516,0,3516,0
150,DELHI,SHAHDARA,794,3458,201,2085,2085,208,1877,2038,108,1633,4,0,0,1877,0,1877,0
151,DELHI,SOUTH,794,15785,1439,4876,4876,487,4388,5101,116,4344,0,0,0,4388,0,4388,0
152,DELHI,SOUTH EAST,794,10352,788,2943,2943,294,2649,2615,98,2373,33,0,0,2649,0,2649,0
153,DELHI,SOUTH WEST,794,30516,3551,7690,7690,769,6921,6987,100,3057,139,0,0,6921,0,6921,0
154,DELHI,WEST,794,11054,1687,4199,4199,419,3779,3581,94,2848,296,0,0,3779,0,3779,0
155,GOA,GOA NORTH,3354,146310,14168,18242,18242,3648,14593,3670,25,2181,10796,0,0,14593,0,14593,0
156,GOA,SOUTH GOA,3355,223887,21022,23096,23096,4619,18476,4144,22,2925,14162,0,0,18476,0,18476,0
157,GUJARAT,AHMEDABAD,704,707726,102387,132170,132170,12088,120081,70266,85,3341,12976,0,0,43301,76780,43301,76780
158,GUJARAT,AMRELI,665,747846,135632,153424,153424,7671,145752,76059,51,1267,69363,0,0,144226,1526,144226,1526
159,GUJARAT,ANAND,769,304119,43739,129471,129471,10498,118972,28321,23,4217,80753,0,0,105446,13526,105446,13526
160,GUJARAT,ARVALLI,873,316889,80250,90835,90835,4541,86294,35901,41,2144,50252,0,0,86294,0,86294,0
161,GUJARAT,BANASKANTHA,618,1079944,134235,171668,171668,17166,154501,179236,123,5467,13009,0,0,108724,45776,108724,45776
162,GUJARAT,BHARUCH,721,550688,58604,84228,84228,7470,76757,25271,34,2527,35993,0,0,55505,21251,55505,21251
163,GUJARAT,BHAVNAGAR,632,728147,103444,125816,125816,6290,119525,50960,42,4067,60753,0,0,106438,13087,106438,13087
164,GUJARAT,BOTAD,616,248479,42869,49642,49642,2483,47158,25851,50,1060,21491,0,0,43876,3282,43876,3282
165,GUJARAT,CHHOTA UDEPUR,1044,343791,39770,51692,51692,4662,47029,21864,46,2312,25037,0,0,47029,0,47029,0
166,GUJARAT,DAHOD,724,364129,18967,36699,36699,3351,33348,12242,36,2524,20792,0,0,33348,0,33348,0
167,GUJARAT,DANG,2354,180436,31939,33853,33853,3385,30468,2730,8,522,27692,0,0,30468,0,30468,0
168,GUJARAT,DEVBHUMI DWARKA,756,432881,41354,48761,48761,2438,46323,28146,61,1733,15830,0,0,41547,4776,41547,4776
169,GUJARAT,GANDHINAGAR,762,215520,45951,58662,58662,4893,53769,53075,98,1807,7729,0,0,53769,0,53769,0
170,GUJARAT,GIR SOMNATH,954,328588,63811,73227,73227,5735,67492,33570,50,3111,31225,0,0,63416,4076,63416,4076
171,GUJARAT,JAMNAGAR,706,642447,130386,151077,151077,7556,143520,55568,37,2598,86787,0,0,138135,5384,138135,5384
172,GUJARAT,JUNAGADH,963,555266,141987,157058,157058,7852,149206,70206,46,3550,74369,0,0,139739,9466,139739,9466
173,GUJARAT,KACHCHH,443,2049135,137553,182064,182064,17388,164676,104010,59,3880,38551,0,0,82979,81697,82979,81697
174,GUJARAT,KHEDA,827,343764,50210,85360,85360,7793,77567,36992,43,3326,39089,0,0,69401,8165,69401,8165
175,GUJARAT,MAHESANA,741,443175,62713,98284,98284,9828,88456,100958,104,1950,4672,0,0,70524,17932,70524,17932
176,GUJARAT,MAHISAGAR,732,249997,17238,33119,33119,3311,29807,13479,45,941,16268,0,0,29807,0,29807,0
177,GUJARAT,MORBI,548,499269,52127,83898,83898,5794,78104,37670,48,1723,33175,0,0,64885,13218,64885,13218
178,GUJARAT,NARMADA,1069,280232,27021,38271,38271,2733,35538,21103,59,564,14402,0,0,35538,0,35538,0
179,GUJARAT,NAVSARI,1833,222610,61462,82436,82436,4984,77451,20524,26,2739,56742,0,0,77354,97,77354,97
180,GUJARAT,PANCHMAHAL,858,329041,20995,51239,51239,3675,47564,11462,24,1610,35987,0,0,47564,0,47564,0
181,GUJARAT,PATAN,574,568650,21212,52217,52217,4037,48179,77877,105,1435,1499,0,0,33912,14267,33912,14267
182,GUJARAT,PORBANDAR,746,230540,31604,36600,36600,2579,34020,18260,51,904,9983,0,0,20663,13357,20663,13357
183,GUJARAT,RAJKOT,707,776258,144840,182242,182242,9112,173130,109501,62,2687,64686,0,0,172832,297,172832,297
184,GUJARAT,RANA AND KUTCH,0,2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,GUJARAT,SABARKANTHA,855,424920,53393,80389,80389,8038,72350,52779,72,2345,20572,0,0,72350,0,72350,0
186,GUJARAT,SURAT,1445,421582,97991,146944,146944,11417,135526,54360,40,22266,78019,0,0,129010,6516,129010,6516
187,GUJARAT,SURENDRANAGAR,589,927607,110435,133529,133529,8039,125489,57626,49,2931,38149,0,0,75202,50287,75202,50287
188,GUJARAT,TAPI,1457,318572,53519,75034,75034,5766,69268,20928,30,864,47969,0,0,69268,0,69268,0
189,GUJARAT,VADODARA,883,406398,69034,107177,107177,6554,100623,62948,62,6819,37298,0,0,100623,0,100623,0
190,GUJARAT,VALSAD,2319,300896,52605,72499,72499,7249,65249,18074,27,4608,46784,0,0,65239,10,65239,10
191,HARYANA,AMBALA,1141,151204,30884,44897,44897,4489,40408,45802,113,6938,3004,0,0,40408,0,40408,0
192,HARYANA,BHIWANI,346,329727,18120,41949,41949,3729,38220,52953,102,2612,8730,0,0,38220,0,38220,0
193,HARYANA,CHARKHI DADRI,523,137349,11183,20750,20750,2075,18675,25760,131,1246,4747,0,0,18675,0,18675,0
194,HARYANA,FARIDABAD,601,74278,6394,12260,12260,1226,11034,23114,200,4350,0,0,0,11034,0,11034,0
195,HARYANA,FATEHABAD,271,252512,14113,66111,66111,6245,59866,108066,180,1859,122,0,0,59866,0,59866,0
196,HARYANA,GURGAON,559,126034,12923,22321,22321,2232,20089,42818,213,5080,0,0,0,20089,0,20089,0
197,HARYANA,HISAR,469,407527,33597,70759,70759,5926,64833,54650,82,366,18952,0,0,64833,0,64833,0
198,HARYANA,JHAJJAR,313,193464,12627,33714,33714,3371,30343,21922,49,318,15222,0,0,30343,0,30343,0
199,HARYANA,JIND,562,275091,27954,88549,88549,8854,79694,93551,107,2486,7101,0,0,79694,0,79694,0
200,HARYANA,KAITHAL,483,227414,18833,48731,48731,4649,44081,85151,192,4809,0,0,0,44081,0,44081,0
201,HARYANA,KARNAL,602,247051,27905,81260,81260,7632,73628,126941,172,8181,384,4648856,3878,4722484,3878,4722484,3878
202,HARYANA,KURUKSHETRA,624,168420,18516,41194,41194,3768,37426,85391,228,5035,0,0,0,37426,0,37426,0
203,HARYANA,MAHENDRAGARH,332,194082,9412,20841,20841,2084,18757,28052,146,2726,73,0,0,18757,0,18757,0
204,HARYANA,MEWAT,434,150232,9544,18942,18942,1542,17399,17540,80,1696,4345,0,0,17399,0,17399,0
205,HARYANA,PALWAL,442,135955,10541,38996,38996,3153,35842,33758,94,2201,6874,0,0,35842,0,35842,0
206,HARYANA,PANCHKULA,1379,88286,12938,15380,15380,769,14611,8692,59,1143,5919,0,0,14611,0,14611,0
