S.No,STATE,DISTRICT,Rainfall(mm),Total Geographical Area (ha),Rainfall Recharge,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham)),Total Ground Water Availability in Unconfined Aquifier (ham)-Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)-Saline,Total Ground Water Availability in Unconfined Aquifier (ham)- Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)- Saline,Total Ground Water Availability in the area (ham)-Fresh,Total Ground Water Availability in the area (ham)-Saline
207,HARYANA,PANIPAT,441,130273,10758,32682,32682,2843,29838,59192,192,2249,0,976507,10684,1006346,10684,1006346,10684
208,HARYANA,REWARI,541,150887,13832,29312,29312,2591,26721,35452,132,1969,265,0,0,26721,0,26721,0
209,HARYANA,ROHTAK,337,166907,11248,29440,29440,2944,26496,19579,55,446,11717,0,0,26496,0,26496,0
210,HARYANA,SIRSA,283,426992,21517,62986,62986,5849,57137,129020,152,2456,2388,0,0,57137,0,57137,0
211,HARYANA,SONIPAT,629,215722,26388,69232,69232,5920,63312,69128,103,2516,11568,0,0,63312,0,63312,0
212,HARYANA,YAMUNA NAGAR,901,171777,26041,57305,57305,5101,52203,75716,145,4929,2761,0,0,52203,0,52203,0
213,HIMACHAL PRADESH,BALH VALLEY,1438,39500,2333,2416,2416,241,2174,895,41,632,1279,0,0,2174,0,2174,0
214,HIMACHAL PRADESH,BILASPUR,0,215690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,HIMACHAL PRADESH,CHAMBA,0,516544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,HIMACHAL PRADESH,CHAUNTRA VALLEY,1438,5200,1499,1499,1499,149,1349,217,16,217,1132,0,0,1349,0,1349,0
217,HIMACHAL PRADESH,DHARAMSHALA PALAMPUR VALLEY,1817,45200,16844,16844,16844,1684,15159,2711,17,2710,12448,0,0,15159,0,15159,0
218,HIMACHAL PRADESH,HAMIRPUR,0,172992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,HIMACHAL PRADESH,HUM VALLEY,999,6578,510,686,686,68,617,409,66,103,208,0,0,617,0,617,0
220,HIMACHAL PRADESH,KALA AMB VALLEY,1411,8200,1450,1475,1475,73,1401,423,30,202,978,0,0,1401,0,1401,0
221,HIMACHAL PRADESH,KANGRA,0,635213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,HIMACHAL PRADESH,KINNAUR,0,472527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,HIMACHAL PRADESH,KULLU,0,385834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,HIMACHAL PRADESH,LAHUL & SPITI,0,1277461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,HIMACHAL PRADESH,MANDI,0,344705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,HIMACHAL PRADESH,NALAGARH VALLEY,1229,33600,7732,16292,16292,1629,14663,8766,59,1197,5897,0,0,14663,0,14663,0
227,HIMACHAL PRADESH,NURPUR & INDAURA vALLEY,1817,102400,21945,37808,37808,3780,34027,8651,25,2958,25376,0,0,34027,0,34027,0
228,HIMACHAL PRADESH,POANTA VALLEY,1411,27600,7363,7562,7562,756,6806,1556,22,759,5249,0,0,6806,0,6806,0
229,HIMACHAL PRADESH,SHIMLA,0,512174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,HIMACHAL PRADESH,SIRMAUR,0,354182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,HIMACHAL PRADESH,SOLAN,0,254883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,HIMACHAL PRADESH,UNA,0,348058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,HIMACHAL PRADESH,UNA VALLEY BEAS CATCHMENT,999,6500,909,947,947,47,900,247,27,122,652,0,0,900,0,900,0
234,HIMACHAL PRADESH,UNA VALLEY SUTLEJ CATCHMENT,999,104500,13561,17591,17591,891,16699,11349,67,2815,5350,0,0,16699,0,16699,0
235,JAMMU AND KASHMIR,Anantnag,1235,357400,17855,27629,27629,2762,24866,5553,22,5098,19312,0,0,24866,0,24866,0
236,JAMMU AND KASHMIR,Baramulla,1535,424300,39825,66204,66204,6620,59583,8031,13,7295,51552,0,0,59583,0,59583,0
237,JAMMU AND KASHMIR,Budgam,721,136100,9210,31439,31439,3143,28295,5905,20,5686,22390,0,0,28295,0,28295,0
238,JAMMU AND KASHMIR,Ganderbal,721,25900,304,1121,1121,112,1009,557,55,553,24,0,0,1009,0,1009,0
239,JAMMU AND KASHMIR,Kathua,1338,250200,24509,47979,47979,3279,44699,13137,29,7350,31480,0,0,44699,0,44699,0
240,JAMMU AND KASHMIR,Kulgam,1235,41000,3912,13821,13821,1382,12439,2541,20,2365,9897,57600,0,70039,0,70039,0
241,JAMMU AND KASHMIR,Kupwarar,1069,237900,14112,36982,36982,3698,33284,6005,18,5939,27278,115200,0,148484,0,148484,0
242,JAMMU AND KASHMIR,Ramban,1350,132900,543,1559,1559,155,1403,453,32,409,916,2929,0,4332,0,4332,0
243,JAMMU AND KASHMIR,Reasi,2198,171900,3296,7010,7010,701,6309,1385,21,1190,4866,5902,0,12211,0,12211,0
244,JAMMU AND KASHMIR,Udhampur,2198,263700,9184,17742,17742,1643,16099,3837,23,2923,12182,18379,0,34478,0,34478,0
245,JHARKHAND,BOKARO,1621,285938,28984,31507,31507,2552,28955,8834,30,4406,20653,119590,0,148546,0,148546,0
246,JHARKHAND,CHATRA,1203,393189,24539,28593,28593,2492,26100,8912,34,1940,17178,146803,0,172904,0,172904,0
247,JHARKHAND,DEOGHAR,1220,255105,13358,16066,16066,1083,14983,7733,51,2887,7234,86449,0,101432,0,101432,0
248,JHARKHAND,DHANBAD,1375,247851,20150,26400,26400,1934,24465,18369,75,5920,6259,92156,0,116621,0,116621,0
249,JHARKHAND,DUMKA,1371,371643,21454,25926,25926,2295,23630,6226,26,2465,17391,132064,0,155695,0,155695,0
250,JHARKHAND,EAST SINGHBHUM,1400,363335,26520,29340,29340,2624,26715,7612,28,5020,19912,133247,0,159962,0,159962,0
251,JHARKHAND,GARHWA,1182,404475,26297,31040,31040,2485,28554,9920,34,2339,18622,129509,0,158064,0,158064,0
252,JHARKHAND,GIRIDIH,1215,508490,36107,41663,41663,3179,38483,14545,37,4590,23914,180785,0,219268,0,219268,0
253,JHARKHAND,GODDA,1051,211109,17961,20750,20750,1817,18932,4549,24,2434,14370,74839,0,93772,0,93772,0
254,JHARKHAND,GUMLA,1447,534726,32865,34571,34571,2878,31692,5602,17,1810,26080,210338,0,242031,0,242031,0
255,JHARKHAND,HAZARIBAGH,1242,431046,28028,32632,32632,3029,29602,11644,39,3340,17940,155041,0,184643,0,184643,0
256,JHARKHAND,JAMTARA,1447,180429,6735,9051,9051,723,8328,3773,45,1490,4547,45202,0,53530,0,53530,0
257,JHARKHAND,KHUNTI,1301,260017,10846,12243,12243,975,11267,3390,30,998,7871,84689,0,95957,0,95957,0
258,JHARKHAND,KODERMA,1115,149670,5355,6353,6353,438,5914,3909,66,1397,1997,43550,0,49464,0,49464,0
259,JHARKHAND,LATEHAR,1264,361261,20180,24593,24593,1758,22835,6565,28,1357,16262,100013,0,122848,0,122848,0
260,JHARKHAND,LOHARDAGA,1180,149246,17658,18754,18754,1536,17217,2715,15,878,14497,84169,0,101386,0,101386,0
261,JHARKHAND,PAKUR,1514,180559,20575,22910,22910,1859,21050,3465,16,1533,17577,60593,0,81644,0,81644,0
262,JHARKHAND,PALAMAU,1146,451659,27740,36615,36615,2931,33683,10974,32,3681,22690,150946,0,184630,0,184630,0
263,JHARKHAND,RAMGARH,1249,139565,9287,11464,11464,610,10854,6382,58,2006,4475,52276,0,63130,0,63130,0
264,JHARKHAND,RANCHI,1309,498221,32934,38845,38845,2852,35992,17385,48,6138,18574,173467,0,209460,0,209460,0
265,JHARKHAND,SAHEBGANJ,1401,170205,24116,28427,28427,2586,25841,4446,17,2200,21383,154286,0,180128,0,180128,0
266,JHARKHAND,SARAIKELA KHARSAWAN,1287,268217,16208,17525,17525,1752,15772,3726,23,2110,12035,161958,0,177731,0,177731,0
267,JHARKHAND,SIMDEGA,1501,375229,22663,23859,23859,1856,22003,3148,14,1120,18849,144599,0,166603,0,166603,0
268,JHARKHAND,WEST SINGHBHUM,1342,722220,48737,51095,51095,4742,46352,4601,9,2879,41735,261762,0,308115,0,308115,0
269,KARNATAKA,Bagalkot,670,656192,23306,69481,69481,6878,62603,52497,83,4601,19587,0,0,62603,0,62603,0
270,KARNATAKA,Ballari,623,422617,16709,54259,54259,5425,48833,16084,32,2108,32755,0,0,48833,0,48833,0
271,KARNATAKA,Belagavi,849,1339891,64453,131883,131883,11621,120261,76342,63,13217,48185,0,0,120261,0,120261,0
272,KARNATAKA,Bengaluru (Rural),987,230037,14076,21631,21631,2163,19468,28718,147,2572,0,0,0,19468,0,19468,0
273,KARNATAKA,Bengaluru (Urban),992,219559,13700,23436,23436,2218,21218,31919,150,3659,0,0,0,21218,0,21218,0
274,KARNATAKA,Bidar,841,545453,29626,36464,36464,3646,32818,19792,60,4487,13090,0,0,32818,0,32818,0
275,KARNATAKA,Chamarajanagara,1105,563926,25122,37770,37770,3017,34753,36497,105,3173,2697,0,0,34753,0,34753,0
276,KARNATAKA,Chikkaballapura,907,425105,21885,36120,36120,3612,32508,47578,146,3150,0,0,0,32508,0,32508,0
277,KARNATAKA,Chikkamagaluru,1499,720948,37607,58188,58188,5414,52774,33241,62,2625,23839,0,0,52774,0,52774,0
278,KARNATAKA,Chitradurga,578,843473,31066,43084,43084,4308,38776,54531,140,4073,1696,0,0,38776,0,38776,0
279,KARNATAKA,Dakshina Kannada,4154,484494,60661,70148,70148,5954,64194,28319,44,5501,35435,0,0,64194,0,64194,0
280,KARNATAKA,Davanagere,732,447964,18811,57270,57270,5727,51543,49877,96,3732,14745,0,0,51543,0,51543,0
281,KARNATAKA,Dharwad,779,425485,19424,32301,32301,3138,29162,17590,60,3099,11439,0,0,29162,0,29162,0
282,KARNATAKA,Gadag,661,465515,17001,30328,30328,3032,27296,23819,87,733,6265,0,0,27296,0,27296,0
283,KARNATAKA,Hassan,997,681866,33846,81133,81133,7996,73137,50940,69,3142,26078,0,0,73137,0,73137,0
284,KARNATAKA,Haveri,823,481764,24487,53797,53797,5379,48417,33564,69,2184,16345,0,0,48417,0,48417,0
285,KARNATAKA,Kalburgi,837,1097529,56795,69992,69992,6324,63667,26478,41,7653,37036,0,0,63667,0,63667,0
286,KARNATAKA,Kodagu,2215,411339,23283,30199,30199,3019,27179,9817,36,956,17321,0,0,27179,0,27179,0
287,KARNATAKA,Kolara,822,398993,21358,42953,42953,4295,38658,70300,181,4297,0,0,0,38658,0,38658,0
288,KARNATAKA,Koppal,627,557604,19548,72065,72065,6965,65099,35185,54,2926,29862,0,0,65099,0,65099,0
289,KARNATAKA,Mandya,777,495571,23494,71194,71194,6595,64599,40193,62,4003,27007,0,0,64599,0,64599,0
290,KARNATAKA,Mysuru,800,631056,31628,59979,59979,5685,54293,32620,60,4230,21376,0,0,54293,0,54293,0
291,KARNATAKA,Raichur,517,846992,32240,73207,73207,7163,66043,30690,46,3478,37277,0,0,66043,0,66043,0
292,KARNATAKA,Ramanagara,1113,352810,22085,44355,44355,4435,39919,38374,96,3348,3638,0,0,39919,0,39919,0
293,KARNATAKA,Shivamogga,1916,847317,66892,99809,99809,9210,90599,38851,42,2749,51658,0,0,90599,0,90599,0
294,KARNATAKA,Tumakuru,745,1060325,52327,80096,80096,7669,72426,68514,94,6472,14643,0,0,72426,0,72426,0
295,KARNATAKA,Udupi,4419,357072,44021,49695,49695,4969,44725,15673,35,2144,28989,0,0,44725,0,44725,0
296,KARNATAKA,Uttara Kannada,2600,1029691,81995,90448,90448,8737,81710,26707,32,3194,54914,0,0,81710,0,81710,0
297,KARNATAKA,Vijayanagara,689,566765,23896,37559,37559,3600,33958,30575,90,2326,7193,0,0,33958,0,33958,0
298,KARNATAKA,Vijayapura,580,1050304,39044,67218,67218,6515,60703,38181,62,5237,26976,0,0,60703,0,60703,0
299,KARNATAKA,Yadgir,910,527499,10980,47817,47817,4781,43035,18496,42,2318,24347,0,0,43035,0,43035,0
300,KERALA,ALAPPUZHA,2806,141403,34912,42147,42147,3187,38959,14217,36,10454,24384,0,0,38959,0,38959,0
301,KERALA,ERNAKULAM,2985,294447,42583,50934,50934,4985,45949,22637,49,19055,18551,88120,0,134069,0,134069,0
302,KERALA,IDUKKI,3638,435805,18811,21006,21006,2100,18906,10315,54,4236,8590,0,0,18906,0,18906,0
303,KERALA,KANNUR,3299,296796,40767,45669,45669,4566,41102,19714,47,14322,18508,0,0,41102,0,41102,0
304,KERALA,KASARGOD,3592,196130,31054,37024,37024,3702,33322,24043,72,11314,6042,0,0,33322,0,33322,0
305,KERALA,KOLLAM,2411,249100,33753,37302,37302,3496,33805,16874,49,12609,16078,0,0,33805,0,33805,0
306,KERALA,KOTTAYAM,2875,222088,34671,41104,41104,3816,37288,13758,36,9194,23041,0,0,37288,0,37288,0
307,KERALA,KOZHIKKODE,3554,234230,32779,34666,34666,3466,31199,18866,60,20923,6943,25163,0,56362,0,56362,0
308,KERALA,MALAPPURAM,2804,354981,44203,53330,53330,5049,48280,33588,69,55023,14691,61697,0,109978,0,109978,0
309,KERALA,PALAKKAD,2185,447622,35200,64184,64184,5203,58981,33935,57,22382,20011,0,0,58981,0,58981,0
310,KERALA,PATHANAMTHITTA,2774,262675,23997,26570,26570,2657,23913,8141,34,4275,15771,17798,0,41711,0,41711,0
311,KERALA,THIRUVANANTHAPURAM,1816,218797,26215,29544,29544,2855,26689,17414,65,13568,8046,37160,0,63849,0,63849,0
312,KERALA,THRISSUR,3180,302385,49433,64962,64962,6315,58647,33884,57,17127,21332,0,0,58647,0,58647,0
313,KERALA,WAYANAD,3149,213062,23574,24701,24701,2470,22231,5545,24,5047,15669,20286,0,42517,0,42517,0
314,LADAKH,KARGIL,382,1403600,1675,2726,2726,272,2454,744,30,732,1710,0,0,2454,0,2454,0
315,LADAKH,LEH,96,4511000,1215,5405,5405,540,4864,2282,46,2235,2581,0,0,4864,0,4864,0
316,MADHYA PRADESH,AGAR MALWA,1036,272193,31776,43205,43205,3120,40085,36310,90,1766,6452,0,0,40085,0,40085,0
317,MADHYA PRADESH,ALIRAJPUR,836,331800,17686,20064,20064,1481,18582,8602,46,2049,9811,0,0,18582,0,18582,0
318,MADHYA PRADESH,ANUPPUR,1423,372400,29462,29888,29888,1883,28004,6053,21,1623,21873,0,0,28004,0,28004,0
319,MADHYA PRADESH,ASHOKNAGAR,926,467394,29505,39610,39610,3206,36404,23181,63,1927,13093,0,0,36404,0,36404,0
320,MADHYA PRADESH,BALAGHAT,1471,922900,70163,76842,76842,6056,70785,16704,23,4018,53868,0,0,70785,0,70785,0
321,MADHYA PRADESH,BARWANI,719,542200,33850,56491,56491,4177,52314,37065,70,4139,19653,0,0,52314,0,52314,0
322,MADHYA PRADESH,BETUL,1074,1004300,90414,107176,107176,7931,99244,48475,48,3917,50532,0,0,99244,0,99244,0
323,MADHYA PRADESH,BHIND,951,445900,80016,99896,99896,8601,91294,29172,31,3758,61876,0,0,91294,0,91294,0
324,MADHYA PRADESH,BHOPAL,1126,277237,32718,41710,41710,2848,38862,29606,76,5584,8681,0,0,38862,0,38862,0
325,MADHYA PRADESH,BURHANPUR,883,323300,27785,37384,37384,2778,34605,23674,68,1859,10771,0,0,34605,0,34605,0
326,MADHYA PRADESH,CHHATARPUR,1092,868736,66519,88688,88688,7222,81465,52872,64,3324,28467,0,0,81465,0,81465,0
327,MADHYA PRADESH,CHHINDWARA,1139,1181500,88603,106064,106064,6990,99073,61665,62,5674,37064,0,0,99073,0,99073,0
328,MADHYA PRADESH,DAMOH,1176,730600,27821,38815,38815,2738,36077,21156,58,2735,14483,0,0,36077,0,36077,0
329,MADHYA PRADESH,DATIA,963,269100,35693,43618,43618,3314,40304,14577,36,1894,25568,0,0,40304,0,40304,0
330,MADHYA PRADESH,DEWAS,1069,702084,65335,86297,86297,5592,80704,64681,80,4579,18107,0,0,80704,0,80704,0
331,MADHYA PRADESH,DHAR,902,815300,86011,138044,138044,9402,128641,83662,65,6648,55506,0,0,128641,0,128641,0
332,MADHYA PRADESH,DINDORI,1376,572500,33696,34322,34322,1716,32606,4133,12,1986,28303,0,0,32606,0,32606,0
333,MADHYA PRADESH,GUNA,1082,639000,62986,82028,82028,5371,76657,50175,65,2715,26256,0,0,76657,0,76657,0
334,MADHYA PRADESH,GWALIOR,870,456400,55528,81278,81278,6407,74870,23895,31,6003,50352,0,0,74870,0,74870,0
335,MADHYA PRADESH,HARDA,1374,333000,28135,46902,46902,3989,42912,15644,36,1330,27160,0,0,42912,0,42912,0
336,MADHYA PRADESH,HOSHANGABAD,1324,670400,127456,176080,176080,14464,161615,42298,26,2355,119185,0,0,161615,0,161615,0
337,MADHYA PRADESH,INDORE,976,389800,41531,58272,58272,5272,52999,63753,120,8966,2391,0,0,52999,0,52999,0
338,MADHYA PRADESH,JABALPUR,1279,522093,52553,64340,64340,4613,59726,31244,52,6466,28300,0,0,59726,0,59726,0
339,MADHYA PRADESH,JHABUA,835,346000,19325,25071,25071,1722,23348,10813,46,3147,12135,0,0,23348,0,23348,0
340,MADHYA PRADESH,KATNI,1171,489400,33540,39738,39738,2502,37236,17536,47,2996,19443,0,0,37236,0,37236,0
341,MADHYA PRADESH,KHANDWA,951,752450,57457,114255,114255,8884,105370,43572,41,3243,61531,0,0,105370,0,105370,0
342,MADHYA PRADESH,KHARGONE,782,803000,54615,97127,97127,5028,92099,42136,45,4648,49562,0,0,92099,0,92099,0
343,MADHYA PRADESH,MANDLA,1427,754400,41448,46330,46330,2739,43590,9509,21,2690,33891,0,0,43590,0,43590,0
344,MADHYA PRADESH,MANDSAUR,753,552938,47747,72357,72357,7235,65121,67169,103,3617,7104,0,0,65121,0,65121,0
345,MADHYA PRADESH,MORENA,753,496889,50113,68958,68958,5762,63196,26435,41,6348,36193,0,0,63196,0,63196,0
346,MADHYA PRADESH,NARSINGHPUR,1191,513300,100963,120116,120116,9312,110803,75267,67,2452,35402,0,0,110803,0,110803,0
347,MADHYA PRADESH,NEEMUCH,854,420044,28918,38998,38998,3899,35098,35851,102,1846,2431,0,0,35098,0,35098,0
348,MADHYA PRADESH,NIWARI,943,156462,14439,19515,19515,1514,18001,12625,70,1339,5135,0,0,18001,0,18001,0
349,MADHYA PRADESH,PANNA,1182,713500,47301,54692,54692,5091,49601,18308,36,2635,31097,0,0,49601,0,49601,0
350,MADHYA PRADESH,RAISEN,1207,846640,78466,92196,92196,7045,85150,46514,54,3727,38262,0,0,85150,0,85150,0
351,MADHYA PRADESH,RAJGARH,972,615498,71600,91705,91705,4585,87119,77817,89,4534,9806,0,0,87119,0,87119,0
352,MADHYA PRADESH,RATLAM,992,486100,54340,84128,84128,8047,76080,103784,136,6066,1949,0,0,76080,0,76080,0
353,MADHYA PRADESH,REWA,1141,631360,45180,54183,54183,4697,49486,27149,54,6185,21712,0,0,49486,0,49486,0
354,MADHYA PRADESH,SAGAR,1205,1025200,93233,111635,111635,8451,103184,60641,58,4089,42206,0,0,103184,0,103184,0
355,MADHYA PRADESH,SATNA,1075,752016,55539,71767,71767,5254,66512,42559,63,5077,25653,0,0,66512,0,66512,0
356,MADHYA PRADESH,SEHORE,1157,657800,55667,73427,73427,6243,67184,41496,61,2714,25502,0,0,67184,0,67184,0
357,MADHYA PRADESH,SEONI,1323,875800,66912,75284,75284,5658,69625,28246,40,3532,41124,0,0,69625,0,69625,0
358,MADHYA PRADESH,SHAHDOL,1131,584100,54046,55468,55468,3079,52389,6884,13,2440,45339,0,0,52389,0,52389,0
359,MADHYA PRADESH,SHAJAPUR,1036,347325,41656,55728,55728,4233,51495,54991,106,2288,2296,0,0,51495,0,51495,0
360,MADHYA PRADESH,SHEOPUR,799,660600,32266,44911,44911,3560,41351,18572,44,1968,22595,0,0,41351,0,41351,0
361,MADHYA PRADESH,SHIVPURI,994,1027800,66972,85579,85579,7104,78475,52914,67,5048,25097,0,0,78475,0,78475,0
362,MADHYA PRADESH,SIDHI,1154,485400,29891,33457,33457,2545,30912,11213,36,3157,19395,0,0,30912,0,30912,0
363,MADHYA PRADESH,SINGRAULI,1120,567200,31486,34578,34578,1728,32849,14295,43,2945,18209,0,0,32849,0,32849,0
364,MADHYA PRADESH,TIKAMGARH,943,348338,28852,39604,39604,3481,36123,29718,82,3746,5642,0,0,36123,0,36123,0
365,MADHYA PRADESH,UJJAIN,936,613023,72670,99928,99928,8326,91601,99361,108,4104,9318,0,0,91601,0,91601,0
366,MADHYA PRADESH,UMARIA,1243,453900,34419,35820,35820,3582,32238,6376,19,1714,25689,0,0,32238,0,32238,0
367,MADHYA PRADESH,VIDISHA,1071,737100,74532,90847,90847,5976,84870,54952,64,4260,29563,0,0,84870,0,84870,0
368,MAHARASHTRA,Ahmednagar,572,1562475,102117,161579,161579,8340,153238,121592,79,6196,42101,0,0,151829,1408,151829,1408
369,MAHARASHTRA,Akola,782,514164,33698,44078,44078,2934,41143,24752,65,2254,12479,0,0,36200,4943,36200,4943
370,MAHARASHTRA,Amravati,857,839239,65457,99117,99117,7217,91900,86015,93,4461,17898,0,0,80432,11467,80432,11467
371,MAHARASHTRA,Aurangabad,670,950174,67960,106505,106505,5386,101118,72814,72,3462,28303,0,0,101118,0,101118,0
372,MAHARASHTRA,Beed,697,1035205,88157,129327,129327,6466,122861,72996,59,4774,49864,0,0,122861,0,122861,0
373,MAHARASHTRA,Bhandara,1449,396497,32512,93647,93647,7209,86438,26101,30,3649,60337,0,0,86438,0,86438,0
374,MAHARASHTRA,Buldhana,756,820615,66891,94019,94019,5743,88276,69201,79,3254,21021,0,0,86477,1798,86477,1798
375,MAHARASHTRA,Chandrapur,1286,1047657,100480,117165,117165,6321,110844,32148,29,17223,78696,0,0,110844,0,110844,0
376,MAHARASHTRA,Dhule,643,642132,45524,73416,73416,4141,69274,35411,51,1754,33862,0,0,69274,0,69274,0
377,MAHARASHTRA,Gadchiroli,1418,886649,94296,107852,107852,6121,101731,24761,24,3714,76970,0,0,101731,0,101731,0
378,MAHARASHTRA,Gondia,1495,459704,43464,66576,66576,4260,62315,16360,26,5909,45955,0,0,62315,0,62315,0
379,MAHARASHTRA,Hingoli,969,466241,50898,102084,102084,5120,96964,38448,39,2159,58515,0,0,96964,0,96964,0
380,MAHARASHTRA,Jalgaon,687,1137883,90252,143057,143057,7522,135535,106050,78,4887,35831,0,0,135535,0,135535,0
381,MAHARASHTRA,Jalna,684,771800,58169,83447,83447,4449,78998,43031,54,1397,35966,0,0,78998,0,78998,0
382,MAHARASHTRA,Kolhapur,1674,562176,54870,136450,136450,8661,127788,54215,42,2075,73573,0,0,127788,0,127788,0
383,MAHARASHTRA,Latur,704,663548,45502,68318,68318,3510,64808,35723,55,2142,29770,0,0,64808,0,64808,0
384,MAHARASHTRA,Nagpur,1165,799042,69188,96770,96770,5292,91477,46004,50,10292,45473,0,0,91477,0,91477,0
385,MAHARASHTRA,Nanded,1025,1017771,105930,124425,124425,6221,118204,38210,32,3344,80017,0,0,118204,0,118204,0
386,MAHARASHTRA,Nandurbar,934,415278,40391,52086,52086,3208,48878,20090,41,2991,28806,0,0,48878,0,48878,0
387,MAHARASHTRA,Nashik,899,1348856,133903,195475,195475,11106,184369,108240,58,3593,83126,0,0,184369,0,184369,0
388,MAHARASHTRA,Osmanabad,768,671628,63693,85854,85854,4292,81561,50588,62,2315,31142,0,0,81561,0,81561,0
389,MAHARASHTRA,Palghar,2496,276086,18306,21933,21933,1397,20535,4834,23,967,15701,0,0,20535,0,20535,0
390,MAHARASHTRA,Parbhani,882,621400,58577,86435,86435,4730,81704,38162,46,1950,43542,0,0,81704,0,81704,0
391,MAHARASHTRA,Pune,674,1275728,95838,185679,185679,10904,174775,130393,70,8174,59685,0,0,171186,3588,171186,3588
392,MAHARASHTRA,Raigad,2927,374759,31665,37584,37584,1917,35666,6367,17,2014,29299,0,0,35666,0,35666,0
393,MAHARASHTRA,Ratnagiri,3455,511307,38656,40997,40997,2283,38714,6655,17,1305,32059,0,0,38714,0,38714,0
394,MAHARASHTRA,Sangli,644,842758,56541,143595,143595,10573,133022,72653,55,3301,58410,0,0,130143,2879,130143,2879
395,MAHARASHTRA,Satara,921,877507,57276,104692,104692,6504,98187,63142,64,4849,35045,0,0,98187,0,98187,0
396,MAHARASHTRA,Sindhudurg,3463,279305,20762,23154,23154,1165,21988,9483,43,2218,12505,0,0,21988,0,21988,0
397,MAHARASHTRA,Solapur,663,1483890,95119,146136,146136,7306,138829,107756,77,4853,38061,0,0,138829,0,138829,0
398,MAHARASHTRA,Thane,2526,233447,14820,17334,17334,965,16369,3111,19,713,13258,0,0,16369,0,16369,0
399,MAHARASHTRA,Wardha,1045,581216,61614,84922,84922,4697,80224,45574,56,3409,34650,0,0,80224,0,80224,0
400,MAHARASHTRA,Washim,911,481196,42890,58559,58559,3052,55507,33373,60,2026,22134,0,0,55507,0,55507,0
401,MAHARASHTRA,Yawatmal,1008,1144066,103124,124311,124311,6717,117594,43666,37,7535,73928,0,0,117594,0,117594,0
402,MANIPUR,BISHNUPUR,1987,49600,11830,11913,11913,1191,10722,608,5,290,10104,190080,0,200802,0,200802,0
403,MANIPUR,CHANDEL,0,331300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,MANIPUR,CHURACHANPUR,2133,457000,8218,8287,8287,828,7458,461,6,192,6996,154080,0,161538,0,161538,0
405,MANIPUR,IMPHAL EAST,1717,70900,14609,14942,14942,1494,13448,1073,7,502,12372,178544,0,191992,0,191992,0
406,MANIPUR,IMPHAL WEST,1384,51900,8625,8699,8699,869,7829,859,10,571,6967,188560,0,196389,0,196389,0
407,MANIPUR,SENAPATI,0,327100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,MANIPUR,TAMENGLONG,0,439100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,MANIPUR,THOUBAL,1276,51400,7875,7937,7937,793,7143,703,9,465,6438,220800,0,227943,0,227943,0
410,MANIPUR,UKHRUL,0,454400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,MEGHALAYA,EAST GARO HILLS,2975,144300,6743,6923,6923,692,6230,431,6,481,5748,8496,0,14727,0,14727,0
412,MEGHALAYA,EAST JAINTIA HILLS,2320,204000,10140,10140,10140,1014,9126,207,2,208,8890,13371,0,22498,0,22498,0
413,MEGHALAYA,EAST KHASI HILLS,4032,256764,17891,17918,17918,1791,16126,416,2,452,15673,14115,0,30241,0,30241,0
414,MEGHALAYA,NORTH GARO HILLS,2803,116000,15978,15984,15729,1598,14131,506,3,508,13571,5527,0,19658,0,19658,0
415,MEGHALAYA,RI BHOI,2030,244800,6569,6652,6652,665,5987,369,6,455,5515,12600,0,18588,0,18588,0
416,MEGHALAYA,SOUTH GARO HILLS,4210,188700,19779,19832,19832,1983,17849,283,1,327,17520,11557,0,29407,0,29407,0
417,MEGHALAYA,SOUTH WEST GARO HILLS,1634,89600,4575,4781,3174,478,2696,475,17,312,2186,7764,0,10460,0,10460,0
418,MEGHALAYA,SOUTH WEST KHASI HILLS,3918,134100,8930,8936,8936,893,8043,137,1,158,7885,9569,0,17612,0,17612,0
419,MEGHALAYA,WEST GARO HILLS,2678,278100,31944,32477,30280,3247,27032,1122,4,1260,25771,22089,0,49122,0,49122,0
