S.No,STATE,DISTRICT,Rainfall(mm),Total Geographical Area (ha),Rainfall Recharge,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham)),Total Ground Water Availability in Unconfined Aquifier (ham)-Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)-Saline,Total Ground Water Availability in Unconfined Aquifier (ham)- Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)- Saline,Total Ground Water Availability in the area (ham)-Fresh,Total Ground Water Availability in the area (ham)-Saline
509,RAJASTHAN,HANUMANGARH,322,957960,46280,99658,99658,9087,90570,47579,61,914,7878,0,0,20241,70328,20241,70328
510,RAJASTHAN,JAIPUR,574,1106144,64328,74302,74302,7430,66872,147594,225,38927,0,0,0,65328,1543,65328,1543
511,RAJASTHAN,JAISALMER,204,3814500,32209,54310,54310,5431,48879,43589,362,3941,0,0,0,9492,39386,9492,39386
512,RAJASTHAN,JALOR,477,1064000,48930,60738,60738,5401,55336,82220,181,4408,272,0,0,43781,11554,43781,11554
513,RAJASTHAN,JHALAWAR,961,633722,39717,55627,55627,5332,50295,58640,116,3956,4500,0,0,50295,0,50295,0
514,RAJASTHAN,JHUNJHUNU,503,588584,23168,24943,24943,2494,22448,48033,216,11912,0,0,0,22095,352,22095,352
515,RAJASTHAN,JODHPUR,317,2225000,45056,49079,49079,4297,44781,95233,256,15154,298,0,0,36733,8048,36733,8048
516,RAJASTHAN,KARAULI,685,567290,28284,33817,33817,3254,30563,48303,158,4836,1681,0,0,30563,0,30563,0
517,RAJASTHAN,KOTA,826,520394,29039,51575,51575,5157,46417,48944,105,8572,5680,0,0,46417,0,46417,0
518,RAJASTHAN,NAGAUR,430,1771826,63680,68088,68088,6573,61514,105445,181,13604,466,0,0,56643,4871,56643,4871
519,RAJASTHAN,PALI,536,1235700,38249,44239,44239,4424,39815,49666,159,4366,1920,0,0,28935,10880,28935,10880
520,RAJASTHAN,PRATAPGARH,1040,435980,15650,22764,22764,2275,20488,26328,128,643,974,0,0,20488,0,20488,0
521,RAJASTHAN,RAJSAMAND,621,463546,8550,11585,11585,1158,10426,12865,123,2416,554,0,0,10426,0,10426,0
522,RAJASTHAN,SAWAI MADHOPUR,751,502065,31728,44228,44228,4422,39805,64195,161,7836,0,0,0,39805,0,39805,0
523,RAJASTHAN,SIKAR,504,788085,33413,37254,37254,3725,33528,63911,192,12208,900,0,0,33209,319,33209,319
524,RAJASTHAN,SIROHI,658,513600,25608,29777,29777,2977,26799,31341,116,1840,889,0,0,26799,0,26799,0
525,RAJASTHAN,TONK,643,720006,29191,44229,44229,4197,40031,40906,101,10828,3244,0,0,40031,0,40031,0
526,RAJASTHAN,UDAIPUR,722,1176060,21418,32254,32254,3225,29028,29728,102,3449,1582,0,0,29028,0,29028,0
527,SIKKIM,Mangan,2041,28988,1192,1223,1223,122,1101,79,7,17,1021,0,0,1101,0,1101,0
528,SIKKIM,Pakyong,2041,89195,3675,3777,3777,377,3400,225,6,19,3174,0,0,3400,0,3400,0
529,SIKKIM,Soreng,2738,423642,3834,3875,3875,387,3487,95,2,12,3391,0,0,3487,0,3487,0
530,TAMILNADU,ARIYALUR,981,193398,18132,39103,39103,3581,35521,18477,52,1246,17067,0,0,35521,0,35521,0
531,TAMILNADU,CHENGALPATTU,1185,262590,19074,58659,58659,5590,53068,38074,71,1458,14488,0,0,53068,0,53068,0
532,TAMILNADU,CHENNAI,1312,44628,7914,10143,10143,923,9220,11753,127,10467,876,0,0,9220,0,9220,0
533,TAMILNADU,COIMBATORE,1003,374124,24544,57003,57003,5359,51644,45978,89,5887,10010,0,0,51644,0,51644,0
534,TAMILNADU,CUDDALORE,1265,364674,56549,111598,111598,10486,101112,64852,64,4285,41518,0,0,101112,0,101112,0
535,TAMILNADU,DHARMAPURI,865,338632,24628,49124,49124,4912,44211,43674,98,1771,6163,0,0,44211,0,44211,0
536,TAMILNADU,DINDIGUL,900,626664,26457,61631,61631,6080,55550,63708,114,4081,9978,0,0,55550,0,55550,0
537,TAMILNADU,ERODE,720,346242,17482,74640,74640,7239,67400,54042,80,18347,13057,0,0,67400,0,67400,0
538,TAMILNADU,KALLAKURICHCHI,1215,315545,30482,70330,70330,6903,63427,50285,79,1753,13422,0,0,63427,0,63427,0
539,TAMILNADU,KANCHEEPURAM,1260,170479,16417,55973,55973,5241,50731,25646,50,939,24775,0,0,50731,0,50731,0
540,TAMILNADU,KANNIYAKUMARI,1302,117817,9422,34294,34294,3429,30865,4798,15,1187,25860,0,0,30865,0,30865,0
541,TAMILNADU,KARUR,648,289556,13283,33934,33934,3278,30655,30384,99,1077,7621,0,0,30655,0,30655,0
542,TAMILNADU,KRISHNAGIRI,804,407520,21840,49300,49300,4684,44615,38444,86,2084,9447,730577,0,775193,0,775193,0
543,TAMILNADU,MADURAI,829,361667,25585,75805,75805,7154,70235,45941,65,4388,24544,0,0,70235,0,70235,0
544,TAMILNADU,MAYILADUTHURAI,1318,117358,7191,34988,34988,3498,31490,48548,137,2989,2004,0,0,31064,426,31064,426
545,TAMILNADU,NAGAPATTINAM,0,153843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,TAMILNADU,NAMAKKAL,746,293856,22320,55729,55729,5542,50187,59818,119,6613,9632,0,0,50187,0,50187,0
547,TAMILNADU,PERAMBALUR,829,168696,9885,25348,25348,2534,22813,24956,109,854,7513,0,0,22813,0,22813,0
548,TAMILNADU,PUDUKKOTTAI,943,450476,39546,101911,101911,9881,92030,44286,49,1925,44542,0,0,89653,2376,89653,2376
549,TAMILNADU,RAMANATHAPURAM,651,408957,30001,84036,84036,8403,75632,4663,6,1425,64574,0,0,69905,5727,69905,5727
550,TAMILNADU,RANIPET,1114,175601,19572,34369,34369,3312,31056,26837,86,1528,4942,348268,0,379325,0,379325,0
551,TAMILNADU,RESERVE FOREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,TAMILNADU,SALEM,885,402657,25294,58943,58943,5779,53163,72110,135,2943,10699,0,0,53163,0,53163,0
553,TAMILNADU,SIVAGANGAI,875,418900,30615,67201,67201,6720,60481,17317,28,2857,41734,40469,0,100951,0,100951,0
554,TAMILNADU,TENKASI,782,288243,13510,60599,60599,6060,54539,40164,73,860,33100,62948,0,117488,0,117488,0
555,TAMILNADU,THANJAVUR,991,339658,64594,102516,102516,10251,92264,94891,102,18926,11300,0,0,92264,0,92264,0
556,TAMILNADU,THE NILGIRIS,1261,254484,9370,9894,9894,976,8918,866,9,2762,6968,0,0,8918,0,8918,0
557,TAMILNADU,THENI,1269,257654,10616,30532,30532,3053,27479,20867,75,876,7933,0,0,27479,0,27479,0
558,TAMILNADU,THIRUVARUR,852,209709,8091,27787,27787,2778,25008,14009,56,3605,12822,0,0,25008,0,25008,0
559,TAMILNADU,THOOTHUKUDI,673,463601,23082,57343,57343,5685,51657,20084,38,1501,30896,0,0,51657,0,51657,0
560,TAMILNADU,TIRUCHIRAPPALLI,752,420777,20361,80119,80119,8011,72107,53317,73,9838,29629,0,0,72107,0,72107,0
561,TAMILNADU,TIRUNELVELI,1674,388145,34080,83474,83474,8233,75241,32866,43,1213,42379,81087,0,156329,0,156329,0
562,TAMILNADU,TIRUPATHUR,844,126136,5138,12223,12223,1222,11001,16480,149,1901,780,0,0,11001,0,11001,0
563,TAMILNADU,TIRUPPUR,629,472629,20790,60542,60542,5759,54783,47669,87,3104,9102,0,0,54783,0,54783,0
564,TAMILNADU,TIRUVALLUR,1172,323954,52497,89217,89217,7872,81345,43669,54,7141,30751,0,0,78556,2788,78556,2788
565,TAMILNADU,TIRUVANNAMALAI,1036,478354,27398,122995,122995,12118,110876,88917,80,7833,25342,2134898,0,2245774,0,2245774,0
566,TAMILNADU,VELLORE,887,133642,6408,20561,20561,1930,18631,20960,112,2931,1676,0,0,18631,0,18631,0
567,TAMILNADU,VILLUPURAM,1076,379169,43486,105441,105441,10336,95105,83887,88,3736,14965,0,0,95105,0,95105,0
568,TAMILNADU,VIRUDHUNAGAR,871,432941,22107,67988,67988,6374,61613,34965,56,487,27435,0,0,61613,0,61613,0
569,TELANGANA,Adilabad,1204,415300,26001,73896,73896,7174,66722,18871,28,3450,47898,0,0,66870,0,66870,0
570,TELANGANA,Bhadradri Kothagudem,1130,748234,61128,107663,107663,9987,97676,27787,28,4157,72082,0,0,101403,0,101403,0
571,TELANGANA,Hanumakonda,912,167421,13420,49410,49410,4730,44680,26919,60,1345,18998,0,0,45054,0,45054,0
572,TELANGANA,Hyderabad,628,21782,1054,6453,6453,645,5808,5437,93,5734,1100,70906,0,76714,0,76714,0
573,TELANGANA,Jagtial,1031,298479,19726,55338,55338,5354,49984,22091,44,1609,26593,0,0,50136,0,50136,0
574,TELANGANA,Jangaon,880,213393,17025,39617,39617,3252,36364,20530,56,2233,15845,0,0,36364,0,36364,0
575,TELANGANA,Jayashankar Bhupalapally,1072,236301,20952,44606,44606,4118,40487,15617,38,636,26214,0,0,40581,0,40581,0
576,TELANGANA,Jogulamba Gadwal,537,261041,11573,51908,51908,5063,46844,11363,24,716,35007,0,0,46846,0,46846,0
577,TELANGANA,Kamareddy,1034,366677,35503,70350,70350,6543,63806,31157,48,2046,37799,114511,0,184320,0,184320,0
578,TELANGANA,Karimnagar,893,210981,16575,94826,94826,9084,85742,23832,27,944,61837,0,0,86119,0,86119,0
579,TELANGANA,Khammam,1035,436128,36939,140639,140639,13508,127130,41177,32,4302,86450,0,0,127130,0,127130,0
580,TELANGANA,Komarambheem Asifabad,1189,429544,32457,66410,66410,6485,59924,8718,14,860,50868,0,0,64344,0,64344,0
581,TELANGANA,Mahabubabad,1054,343571,31133,63386,63386,6338,57047,29155,51,1593,27727,0,0,57924,0,57924,0
582,TELANGANA,Mahabubnagar,636,265350,16377,37202,37202,3572,33629,19783,58,1746,13230,0,0,33629,0,33629,0
583,TELANGANA,Mancherial,1111,410526,34664,101103,101103,9817,91285,20843,22,681,67840,0,0,93172,0,93172,0
584,TELANGANA,Medak,911,275129,22241,52028,52028,5139,46889,22066,47,1376,24499,0,0,47331,0,47331,0
585,TELANGANA,Medchal Malkajgiri,740,108713,5410,9861,9861,982,8879,5296,59,3595,3943,211407,0,220286,0,220286,0
586,TELANGANA,Mulug,1327,302641,29661,57818,57818,5731,52087,12137,23,822,37779,0,0,52088,0,52088,0
587,TELANGANA,Nagarkurnool,667,640000,35332,96010,96010,9329,86681,34028,39,1745,52740,163937,0,250637,0,250637,0
588,TELANGANA,Nalgonda,697,712103,42489,153620,153620,14730,138890,57418,41,5173,83388,338997,0,477986,0,477986,0
589,TELANGANA,Narayanpet,545,231810,12472,31896,31896,3123,28773,11343,39,1117,16830,0,0,30871,0,30871,0
590,TELANGANA,Nirmal,1133,362829,28873,67268,67268,6255,61013,19423,31,1321,41334,0,0,62503,0,62503,0
591,TELANGANA,Nizamabad,1034,427709,39640,106704,106704,9774,96929,53208,54,4197,36880,335931,0,433261,0,433261,0
592,TELANGANA,Peddapalle,1015,216818,17502,79987,79987,7801,72185,19242,26,1572,52656,0,0,89407,0,89407,0
593,TELANGANA,Rajanna Siricilla,908,190382,14191,46779,46779,4290,42488,28182,66,226,14276,0,0,42488,0,42488,0
594,TELANGANA,Rangareddy,697,504873,32614,71731,71731,6863,64868,34006,52,4354,30850,526858,0,591726,0,591726,0
595,TELANGANA,Sangareddy,888,448974,33838,44842,44842,4073,40768,19335,47,2812,21989,0,0,40768,0,40768,0
596,TELANGANA,Siddipet,782,365178,25769,67323,67323,6309,61013,38256,62,341,22968,91736,0,152750,0,152750,0
597,TELANGANA,Suryapet,1135,361584,29247,156415,156415,15566,140848,25305,17,2027,115266,277435,0,420627,0,420627,0
598,TELANGANA,Vikarabad,901,367399,23742,53584,53584,5358,48225,17912,37,1697,30144,138833,0,187058,0,187058,0
599,TELANGANA,Wanaparthy,578,214889,10537,69977,69977,6762,63214,21320,33,1173,41019,0,0,63265,0,63265,0
600,TELANGANA,Warangal,988,176610,13712,52513,52513,5008,47505,27009,56,1418,20852,0,0,47721,0,47721,0
601,TELANGANA,Yadadri Bhuvanagiri,724,345447,23862,92569,92569,8877,83692,39721,47,2900,46314,228801,0,313167,0,313167,0
602,TRIPURA,DHALAI,2198,231489,18178,19684,17250,1862,15388,1075,6,1012,14240,129395,0,144783,0,144783,0
603,TRIPURA,GOMATI,1861,161705,18035,21960,20079,2196,17883,1058,5,935,16783,142862,0,160746,0,160746,0
604,TRIPURA,KHOWAI,2116,101245,9140,11527,11236,1152,10083,983,9,679,9074,63558,0,73642,0,73642,0
605,TRIPURA,NORTH TRIPURA,2414,135792,10849,12137,9712,1213,8498,1029,12,1052,7410,71557,0,80056,0,80056,0
606,TRIPURA,SEPAHIJALA,1976,104392,14827,18969,17054,1897,15157,1778,11,1056,13338,116632,0,131789,0,131789,0
607,TRIPURA,SOUTH TRIPURA,2382,151201,20907,25191,22533,2519,20014,1242,6,988,18727,127594,0,147608,0,147608,0
608,TRIPURA,UNAKOTI,2307,65703,8179,9732,9203,973,8230,679,8,702,7511,53357,0,61588,0,61588,0
609,TRIPURA,WEST TRIPURA,1929,97642,12902,16595,15601,1451,14149,3001,21,2315,11043,99951,0,114100,0,114100,0
610,UTTAR PRADESH,AGRA,614,394717,38513,89292,89292,8337,80954,94214,116,11662,4955,0,0,80954,0,80954,0
611,UTTAR PRADESH,ALIGARH,667,380843,48842,98444,98444,8219,90225,72553,80,12629,19961,0,0,90225,0,90225,0
612,UTTAR PRADESH,AMBEDKAR NAGAR,1013,245898,52269,79390,79390,7595,71795,45219,62,6670,26209,0,0,71795,0,71795,0
613,UTTAR PRADESH,AMETHI,853,232992,39813,87416,87416,7595,79821,51575,64,5243,27944,0,0,79821,0,79821,0
614,UTTAR PRADESH,AMROHA,1805,214903,60707,80676,80676,7309,73366,67310,91,5188,9285,0,0,73366,0,73366,0
615,UTTAR PRADESH,AURAIYA,624,209427,27581,66428,66428,6642,59785,33553,56,3041,26102,0,0,59785,0,59785,0
616,UTTAR PRADESH,AYODHYA,952,252201,49138,93811,93811,9381,84430,52827,62,7822,30897,0,0,84430,0,84430,0
617,UTTAR PRADESH,AZAMGARH,900,417119,73038,134320,134320,11287,123033,75228,61,14836,46540,0,0,123033,0,123033,0
618,UTTAR PRADESH,BAGPAT,674,135138,17341,37278,37278,3727,33550,32585,97,2597,3880,0,0,33550,0,33550,0
619,UTTAR PRADESH,BAHRAICH,1158,438725,84608,143782,143782,9524,134257,80547,59,10470,52931,0,0,134257,0,134257,0
620,UTTAR PRADESH,BALLIA,922,292700,51941,90564,90564,7052,83512,53205,63,8772,29659,0,0,83512,0,83512,0
621,UTTAR PRADESH,BALRAMPUR,1065,334857,60188,91066,91066,6954,84111,50117,59,6750,33402,0,0,84111,0,84111,0
622,UTTAR PRADESH,BANDA,943,440460,49841,72633,72633,6197,66436,43922,66,4256,22219,0,0,66436,0,66436,0
623,UTTAR PRADESH,BARABANKI,978,389132,70951,201879,201879,19115,182764,115376,63,9670,66686,0,0,182764,0,182764,0
624,UTTAR PRADESH,BAREILLY,877,412000,71801,123368,123368,9753,113615,81371,71,14209,33754,0,0,113615,0,113615,0
625,UTTAR PRADESH,BASTI,1110,293807,67120,82660,82660,7219,75440,49512,65,6902,25509,0,0,75440,0,75440,0
626,UTTAR PRADESH,BIJNOR,1053,458903,94425,145318,145318,11877,133440,95883,71,8345,37108,0,0,133440,0,133440,0
627,UTTAR PRADESH,BUDAUN,784,423788,67591,84274,84274,7675,76598,63659,83,9105,14193,0,0,76598,0,76598,0
628,UTTAR PRADESH,BULANDSHAHAR,673,360947,46742,159583,159583,14520,145062,138628,95,6972,14719,0,0,145062,0,145062,0
629,UTTAR PRADESH,CHANDAULI,949,188469,31039,56196,56196,5521,50675,27829,54,4896,22581,0,0,50675,0,50675,0
630,UTTAR PRADESH,CHITRAKOOT,943,300665,31017,44259,44259,4029,40229,33117,82,2834,6857,0,0,40229,0,40229,0
631,UTTAR PRADESH,DEORIA,1086,253800,51053,145406,145406,11791,133615,83280,62,7468,49994,0,0,133615,0,133615,0
632,UTTAR PRADESH,ETAH,658,242757,27551,82351,82351,6833,75517,55085,72,4840,20199,0,0,75517,0,75517,0
633,UTTAR PRADESH,ETAWAH,587,240301,27782,71138,71138,6528,64610,32618,50,3431,31795,0,0,64610,0,64610,0
634,UTTAR PRADESH,FARRUKHABAD,753,220623,29432,44647,44647,4464,40182,29782,74,4244,10130,0,0,40182,0,40182,0
635,UTTAR PRADESH,FATEHPUR,746,425255,60823,115548,115548,11554,103993,75304,72,7940,30474,0,0,103993,0,103993,0
636,UTTAR PRADESH,FIROZABAD,656,241953,31833,80605,80605,8060,72545,75949,104,7151,9145,0,0,72545,0,72545,0
637,UTTAR PRADESH,G.B.NAGAR,537,144273,16287,52420,52420,5242,47178,49440,104,1602,2539,0,0,47178,0,47178,0
638,UTTAR PRADESH,GHAZIABAD,729,116914,15053,41675,41675,4167,37507,46191,123,7937,1685,0,0,37507,0,37507,0
639,UTTAR PRADESH,GHAZIPUR,853,330052,58333,104650,104650,9718,94932,56181,59,7362,38293,0,0,94932,0,94932,0
640,UTTAR PRADESH,GONDA,1047,399609,78901,119734,119734,8862,110871,66641,60,10644,43338,0,0,110871,0,110871,0
641,UTTAR PRADESH,GORAKHPUR,1338,321087,72028,169768,169768,14376,155392,98544,63,9998,56262,0,0,155392,0,155392,0
642,UTTAR PRADESH,HAMIRPUR,735,381540,32613,45282,45282,4528,40753,27742,68,2268,12937,0,0,40753,0,40753,0
643,UTTAR PRADESH,HAPUR,788,114481,18410,50487,50487,4531,45956,45035,97,3,1638,0,0,45956,0,45956,0
644,UTTAR PRADESH,HARDOI,816,594843,94473,174499,174499,16188,158311,98141,61,9183,59600,0,0,158311,0,158311,0
645,UTTAR PRADESH,HATHRAS,618,183799,19295,70841,70841,5580,65260,61232,93,4390,8780,0,0,65260,0,65260,0
646,UTTAR PRADESH,JALAUN,687,456583,66164,104652,104652,10465,94186,51958,55,4509,42035,0,0,94186,0,94186,0
647,UTTAR PRADESH,JAUNPUR,901,399094,72000,129533,129533,11710,117823,84022,71,14572,32800,0,0,117823,0,117823,0
648,UTTAR PRADESH,JHANSI,764,502400,29482,71157,71157,6499,64657,43671,67,3439,20736,0,0,64657,0,64657,0
649,UTTAR PRADESH,KANNAUJ,714,214346,26726,60940,60940,6094,54846,41200,75,4685,18773,0,0,54846,0,54846,0
650,UTTAR PRADESH,KANPUR DEHAT,670,323737,42249,80574,80574,7362,73212,54263,74,4202,18795,0,0,73212,0,73212,0
651,UTTAR PRADESH,KANPUR NAGAR,709,309483,43596,87496,87496,7705,79791,62366,78,8284,17132,0,0,79791,0,79791,0
652,UTTAR PRADESH,KASGANJ,724,199388,29446,75340,75340,6298,69041,46706,67,4325,22010,0,0,69041,0,69041,0
653,UTTAR PRADESH,KAUSHAMBI,846,178001,30112,49712,49712,4971,44741,36565,81,4995,9145,0,0,44741,0,44741,0
654,UTTAR PRADESH,KUSHI NAGAR,1112,287378,48981,172326,172326,17232,155094,79377,51,9454,74951,0,0,155094,0,155094,0
655,UTTAR PRADESH,LAKHIMPUR KHERI,1130,655505,142854,230481,230481,20451,210029,127682,60,13690,80798,0,0,210029,0,210029,0
656,UTTAR PRADESH,LALITPUR,909,503923,16090,40852,40852,4085,36767,31120,84,3775,5326,0,0,36767,0,36767,0
657,UTTAR PRADESH,LUCKNOW,879,245286,38505,79207,79207,5717,73489,48460,65,13872,24854,0,0,73489,0,73489,0
658,UTTAR PRADESH,MAHOBA,809,229341,9564,30754,30754,2797,27957,25566,91,1212,3346,0,0,27957,0,27957,0
659,UTTAR PRADESH,MAHRAJGANJ,1389,247760,68656,111394,111394,9141,102253,63941,62,7698,37716,0,0,102253,0,102253,0
660,UTTAR PRADESH,MAINPURI,659,276072,35756,91910,91910,7977,83932,60395,71,5240,24930,0,0,83932,0,83932,0
661,UTTAR PRADESH,MATHURA,556,336078,35730,138172,138172,11412,126759,90529,71,6972,37103,0,0,126759,0,126759,0
662,UTTAR PRADESH,MAUNATH BHANJAN,897,171624,31452,51123,51123,4493,46629,30131,64,7033,15844,0,0,46629,0,46629,0
663,UTTAR PRADESH,MEERUT,856,281049,43936,82956,82956,7552,75403,58262,77,9910,19195,0,0,75403,0,75403,0
664,UTTAR PRADESH,MIRZAPUR,1003,452085,25614,61192,61192,5412,55779,34975,62,7319,20331,0,0,55779,0,55779,0
665,UTTAR PRADESH,MORADABAD,902,224944,37375,66064,66064,5764,60300,53451,88,11804,10027,0,0,60300,0,60300,0
666,UTTAR PRADESH,MUZAFFARNAGAR,869,275666,46803,110867,110867,6666,104200,79478,76,7363,25321,0,0,104200,0,104200,0
667,UTTAR PRADESH,PILIBHIT,1201,336959,67750,111891,111891,8197,103694,67176,64,5768,36161,0,0,103694,0,103694,0
668,UTTAR PRADESH,PRATAPGARH,837,371743,61146,138455,138455,12033,126422,99400,78,8699,26560,0,0,126422,0,126422,0
669,UTTAR PRADESH,PRAYAGRAJ,843,547000,73165,141325,141325,12904,128421,94098,73,18139,35328,0,0,128421,0,128421,0
670,UTTAR PRADESH,RAIBARELI,748,392458,55132,122428,122428,10603,111825,65654,58,7673,45599,0,0,111825,0,111825,0
671,UTTAR PRADESH,RAMPUR,1051,229790,44284,76810,76810,6474,70336,52507,74,5579,17442,0,0,70336,0,70336,0
672,UTTAR PRADESH,SAHARANPUR,1102,368941,81318,140404,140404,9132,131272,132084,100,7702,15869,0,0,131272,0,131272,0
673,UTTAR PRADESH,SAMBHAL,784,241520,39005,47844,47844,4577,43267,37762,87,6263,5052,0,0,43267,0,43267,0
674,UTTAR PRADESH,SANT KABIR NAGAR,1253,164699,43105,54186,54186,5105,49080,31038,63,4631,17733,0,0,49080,0,49080,0
675,UTTAR PRADESH,SANT RAVIDAS NAGAR,949,101500,16958,86036,86036,8366,77669,61975,79,3648,15523,0,0,77669,0,77669,0
676,UTTAR PRADESH,SHAHJAHANPUR,898,458131,89402,132427,132427,8412,124014,79439,64,9322,43778,0,0,124014,0,124014,0
677,UTTAR PRADESH,SHAMLI,869,136126,23427,46224,46224,3189,43035,44531,103,3066,1000,0,0,43035,0,43035,0
678,UTTAR PRADESH,SHRAWASTI,1184,185782,44244,55951,55951,4432,51519,29440,57,3632,21683,0,0,51519,0,51519,0
679,UTTAR PRADESH,SIDDHARTH NAGAR,1158,289503,69937,96083,96083,9207,86876,55003,63,8079,31160,0,0,86876,0,86876,0
680,UTTAR PRADESH,SITAPUR,991,574695,97100,200279,200279,18085,182194,109392,60,12255,71805,0,0,182194,0,182194,0
681,UTTAR PRADESH,SONBHADRA,973,680957,15509,57366,57366,5514,51851,26394,50,4730,25040,0,0,51851,0,51851,0
682,UTTAR PRADESH,SULTANPUR,887,265381,47448,92558,92558,7718,84840,52318,61,6567,32130,0,0,84840,0,84840,0
683,UTTAR PRADESH,UNNAO,765,460234,63141,171226,171226,14969,156256,95796,61,9372,59711,0,0,156256,0,156256,0
684,UTTAR PRADESH,VARANASI,925,160532,28874,52994,52994,5027,47967,42107,87,10946,8968,0,0,47967,0,47967,0
685,UTTARAKHAND,ALMORA,0,314100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,UTTARAKHAND,BAGESHWAR,0,93300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,UTTARAKHAND,CHAMOLI,0,371900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,UTTARAKHAND,CHAMPAWAT,0,159600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,UTTARAKHAND,DEHRADUN,2183,289444,57310,60422,60422,6042,54380,17481,32,6402,36898,0,0,54380,0,54380,0
690,UTTARAKHAND,HARIDWAR,1020,156835,31853,46965,46965,3463,43501,28448,65,3287,14821,0,0,43501,0,43501,0
691,UTTARAKHAND,NAINITAL,1711,199043,7881,18764,18764,1374,17389,9609,55,3862,7780,0,0,17389,0,17389,0
692,UTTARAKHAND,PAURIGARHWAL,0,402100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,UTTARAKHAND,PITHORAGARH,0,220300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,UTTARAKHAND,RUDRAPRAYAG,0,166500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,UTTARAKHAND,TEHRI GARHWAL,0,469311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,UTTARAKHAND,UDHAMSINGH NAGAR,1465,193282,44250,75895,75895,6473,69421,39936,57,3846,29433,0,0,69421,0,69421,0
697,UTTARAKHAND,UTTARKASHI,0,171100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,WEST BENGAL,ALIPURDUAR,3468,237597,129832,134683,134683,13468,121214,12914,10,3688,107997,2820918,0,2942133,0,2942133,0
699,WEST BENGAL,BANKURA,1537,688001,132983,177469,177469,14751,162717,59136,36,8983,104012,792226,0,954944,0,954944,0
700,WEST BENGAL,BIRBHUM,1469,454809,94371,119751,119751,10960,108791,34247,31,8967,74015,440220,0,549011,0,549011,0
701,WEST BENGAL,DAKSHIN DINAJPUR,1584,224036,78430,113553,113553,10101,103451,62166,60,4075,41135,595161,0,698612,0,698612,0
702,WEST BENGAL,DARJILING,3061,223231,40320,41985,41985,4198,37787,5912,15,3731,31502,648536,0,686323,0,686323,0
703,WEST BENGAL,HAORA,1600,132355,19143,21439,21439,1752,19686,4241,21,3101,14995,178107,0,197793,0,197793,0
704,WEST BENGAL,HUGLI,1476,300371,97470,130617,130617,12664,117952,63382,53,11180,54252,896472,0,1014425,0,1014425,0
705,WEST BENGAL,JALPAIGURI,3468,340219,177893,185247,185247,18524,166722,20432,12,8768,143772,4984341,0,5151064,0,5151064,0
706,WEST BENGAL,JHARGRAM,1535,302060,89151,103047,103047,7819,95227,23471,24,2909,71637,436399,0,531627,0,531627,0
707,WEST BENGAL,KALIMPONG,3061,105360,3630,3917,3917,391,3526,64,1,62,3460,114209,0,117735,0,117735,0
708,WEST BENGAL,KOCH BIHAR,3286,339637,173257,213839,213839,21383,192455,85995,44,7285,106058,5235259,0,5427714,0,5427714,0
709,WEST BENGAL,KOLKATTA,0,18700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,WEST BENGAL,MALDA,1447,323886,93844,117308,117308,9891,107416,38212,35,11251,68099,1894301,0,2001718,0,2001718,0
711,WEST BENGAL,MURSHIDABAD,1433,513338,148573,203028,203028,16881,186147,109256,58,25470,74558,1307109,0,1493256,0,1493256,0
712,WEST BENGAL,NADIA,1443,379789,120158,189452,189452,17889,171562,147051,85,12202,23666,2493679,0,2665242,0,2665242,0
713,WEST BENGAL,NORTH 24 PARGANAS,1623,387233,98331,155121,155121,11584,143537,97461,67,14196,44706,1366823,0,1510361,0,1510361,0
714,WEST BENGAL,PASCHIM BARDDHAMAN,1348,159165,20102,25336,25336,2296,23039,11889,51,5288,10910,280710,0,303750,0,303750,0
715,WEST BENGAL,PASCHIM MEDINIPUR,1565,631677,189356,242567,242567,23291,219276,116100,52,12307,102645,1227549,0,1446825,0,1446825,0
716,WEST BENGAL,PURBA BARDDHAMAN,1348,543269,147148,203542,203542,18439,185103,96199,51,11788,89847,1182837,0,1367941,0,1367941,0
717,WEST BENGAL,PURBA MEDINIPUR,1669,380995,56117,67115,67115,6711,60403,21910,36,5247,38045,360994,0,421398,0,421398,0
718,WEST BENGAL,PURULIYA,1363,619313,40118,59420,59420,5803,53616,9252,17,7635,43870,132321,0,185938,0,185938,0
