S.No,STATE,DISTRICT,Rainfall(mm),Total Geographical Area (ha),Rainfall Recharge,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham)),Total Ground Water Availability in Unconfined Aquifier (ham)-Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)-Saline,Total Ground Water Availability in Unconfined Aquifier (ham)- Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)- Saline,Total Ground Water Availability in the area (ham)-Fresh,Total Ground Water Availability in the area (ham)-Saline
1,ANDAMAN AND NICOBAR ISLANDS,N & M ANDAMAN,3015,344146,16376,16388,16388,1638,14749,338,2,269,14396,0,0,14749,0,14749,0
2,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2805,194166,35011,35012,35012,3501,31511,90,0,90,31106,0,0,31197,313,31197,313
3,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,3015,246845,10777,10790,10790,1079,9711,338,3,331,9355,0,0,9711,0,9711,0
4,ANDHRA PRADESH,Alluri Sitharama Raju,1306,1225342,43318,93520,93520,4676,88843,2208,2,1810,86679,0,0,88843,0,88843,0
5,ANDHRA PRADESH,Anakapalli,1156,429245,37121,80157,80157,4008,76149,20325,26,5764,55762,1219351,0,1295486,14,1295486,14
6,ANDHRA PRADESH,Ananthapuramu,515,1044311,42191,123310,123310,6165,117144,38985,33,4733,77496,0,0,117144,0,117144,0
7,ANDHRA PRADESH,Annamayya,747,794528,47256,89051,89051,4452,84599,41428,48,5013,41865,0,0,84599,0,84599,0
8,ANDHRA PRADESH,Bapatla,899,382885,33670,104496,104496,5224,99272,13840,19,2820,57813,705720,231223,777089,259126,777089,259126
9,ANDHRA PRADESH,Chittoor,905,685899,59508,93165,93165,4658,88506,49665,56,5847,37894,3099934,0,3188440,0,3188440,0
10,ANDHRA PRADESH,East Godavari,1077,257634,26537,112178,112178,5608,106569,31636,29,2199,76735,0,0,106569,0,106569,0
11,ANDHRA PRADESH,Eluru,998,669816,62954,184328,184328,9216,175111,50978,32,11458,107732,4697144,249369,4854881,266744,4854881,266744
12,ANDHRA PRADESH,Guntur,884,245303,21384,70892,70892,3544,67347,10697,19,2788,44177,408615,359284,463694,371554,463694,371554
13,ANDHRA PRADESH,Kakinada,1138,301979,25416,125574,125574,6278,120044,18321,17,2191,80510,0,0,97480,22564,97480,22564
14,ANDHRA PRADESH,Konaseema,1278,208095,30256,146337,146337,7316,139020,18125,16,1327,90449,0,0,107695,31324,107695,31324
15,ANDHRA PRADESH,Krishna,1050,388056,52825,279483,279483,13974,265508,49729,25,2736,140744,1033854,1284961,1224015,1360309,1224015,1360309
16,ANDHRA PRADESH,Kurnool,609,797740,38454,77088,77088,3854,73233,17217,23,5464,55888,0,0,73233,0,73233,0
17,ANDHRA PRADESH,NTR,1033,318124,21327,72803,72803,3640,69163,23268,33,1609,46002,0,0,69163,0,69163,0
18,ANDHRA PRADESH,Nandyal,661,968615,22478,106445,106445,5322,101122,13953,13,503,87169,0,0,101122,0,101122,0
19,ANDHRA PRADESH,Palnadu,740,730123,27952,101676,101676,5083,96593,28925,29,4393,68662,1450969,116984,1546256,118290,1546256,118290
20,ANDHRA PRADESH,Parvathipuram Manyam,1154,365900,34356,94480,94480,4724,89756,19605,21,2330,71187,0,0,89756,0,89756,0
21,ANDHRA PRADESH,Prakasam,806,1294175,63387,91911,91911,4595,87315,28408,33,4215,58666,4408570,136787,4492462,140210,4492462,140210
22,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,1039,1045134,87858,258633,258633,12931,245701,64023,26,9682,179473,1676088,0,1921788,1,1921788,1
23,ANDHRA PRADESH,Sri Sathya Sai,589,868689,43841,118030,118030,5901,112128,63057,56,11119,56121,1765708,0,1877837,0,1877837,0
24,ANDHRA PRADESH,Srikakulam,1170,457587,37687,90554,90554,4527,86027,28248,33,15250,60358,0,0,84744,1282,84744,1282
25,ANDHRA PRADESH,Tirupati,1139,822936,81851,169082,169082,8454,160628,44955,29,8646,106732,3574915,4425,3726805,13162,3726805,13162
26,ANDHRA PRADESH,Visakhapatnam,1799,100167,9351,13684,13684,684,13000,5337,41,3184,7077,736419,0,749419,0,749419,0
27,ANDHRA PRADESH,Vizianagaram,1138,413893,34510,129108,129108,6455,122652,28290,23,4185,94569,0,0,122263,389,122263,389
28,ANDHRA PRADESH,West Godavari,1219,217842,40308,155148,155148,7757,147390,6827,10,1118,50222,0,0,57176,90213,57176,90213
29,ANDHRA PRADESH,Y.S.R Kadapa,668,1122275,55081,107012,107012,5350,101661,34414,33,4264,68869,7433232,0,7534894,0,7534894,0
30,ARUNACHAL PRADESH,ANJAW,0,619000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,ARUNACHAL PRADESH,CHANGLANG,2599,466200,24248,77220,77220,7722,69498,331,0,188,69156,0,0,69498,0,69498,0
32,ARUNACHAL PRADESH,DIBANG VALLEY,0,912900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,ARUNACHAL PRADESH,EAST KAMENG,2136,413400,11748,15773,15773,1577,14196,180,1,16,14014,0,0,14196,0,14196,0
34,ARUNACHAL PRADESH,EAST SIANG,4418,360300,72649,85303,84125,7651,76474,240,0,65,76230,0,0,76474,0,76474,0
35,ARUNACHAL PRADESH,KURUNG KUMEY,0,604000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,ARUNACHAL PRADESH,LOHIT,3003,521200,104497,112279,111999,10281,101717,372,0,237,101332,0,0,101717,0,101717,0
37,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,3507,390000,74067,85479,85479,8547,76931,146,0,31,76784,0,0,76931,0,76931,0
38,ARUNACHAL PRADESH,LOWER SUBANSIRI,2136,350799,3917,5096,4930,509,4420,98,2,26,4317,0,0,4420,0,4420,0
39,ARUNACHAL PRADESH,PAPUM PARE,3336,346200,10464,23637,21124,2363,18760,232,1,123,18507,0,0,18760,0,18760,0
40,ARUNACHAL PRADESH,TAWANG,0,217200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,ARUNACHAL PRADESH,TIRAP,3459,236200,7610,8045,8045,804,7240,64,0,50,7174,0,0,7240,0,7240,0
42,ARUNACHAL PRADESH,UPPER SIANG,0,658999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,ARUNACHAL PRADESH,UPPER SUBANSIRI,1746,703200,215,14207,14207,1420,12786,22,0,4,12763,0,0,12786,0,12786,0
44,ARUNACHAL PRADESH,WEST KAMENG,2521,742200,2740,18862,18862,1886,16976,15,0,11,16960,0,0,16976,0,16976,0
45,ARUNACHAL PRADESH,WEST SIANG,2912,832500,5362,19229,19229,1922,17306,27,0,2,17279,0,0,17306,0,17306,0
46,ASSAM,BAKSA,3274,246256,141127,158781,156359,15878,140480,4534,3,2042,135879,1945875,0,2086356,0,2086356,0
47,ASSAM,BARPETA,2051,228200,81977,91160,86714,9116,77598,28310,36,4218,48993,817402,0,895001,0,895001,0
48,ASSAM,BONGAIGAON,3102,109300,48706,54176,49951,5417,44533,11807,26,1766,32608,579297,0,623831,0,623831,0
49,ASSAM,CACHAR,3311,378600,84778,89926,50613,8992,41620,1423,3,1487,40100,400653,0,442274,0,442274,0
50,ASSAM,CHIRANG,3218,192300,108649,110026,108254,11002,97252,2460,2,970,94758,1531099,0,1628351,0,1628351,0
51,ASSAM,DARRANG,1951,158500,53320,55872,55639,5235,50403,17656,35,2240,32583,1316099,0,1366503,0,1366503,0
52,ASSAM,DHEMAJI,2859,323700,135871,136241,104022,13624,90398,4582,5,1588,85713,3684100,0,3774499,0,3774499,0
53,ASSAM,DHUBRI,2752,217600,100385,109909,109171,10839,98331,28181,28,4986,69741,732522,0,830853,0,830853,0
54,ASSAM,DIBRUGARH,2649,338100,147056,150312,138901,14125,124775,8377,6,2761,116298,3970725,0,4095501,0,4095501,0
55,ASSAM,DIMA HASAO,2791,488800,62795,62959,62959,6295,56663,570,1,243,56082,351450,0,408113,0,408113,0
56,ASSAM,GOALPARA,2583,182400,76778,81139,66769,8113,58655,12424,21,2604,46036,1007752,0,1066407,0,1066407,0
57,ASSAM,GOLAGHAT,1751,350200,107331,109609,107956,10960,96995,5936,6,2052,90979,1044420,0,1141415,0,1141415,0
58,ASSAM,HAILAKANDI,2838,132700,28604,30423,23918,3042,20875,532,2,566,20303,154461,0,175337,0,175337,0
59,ASSAM,JORHAT,2265,285100,111645,128467,69300,12846,56453,7121,12,1416,49293,1993259,0,2049713,0,2049713,0
60,ASSAM,KAMRUP,1896,310500,88868,93130,80512,9054,71457,23968,33,3696,47287,1542743,0,1614200,0,1614200,0
61,ASSAM,KAMRUP (M),1813,69257,14327,23598,20590,2359,18230,2037,11,435,16189,547611,0,565842,0,565842,0
62,ASSAM,KARBI ANGLONG,1122,1043400,131911,132510,119593,13251,106341,2985,2,2032,103243,2297780,0,2404122,0,2404122,0
63,ASSAM,KARIMGANJ,3751,180900,60369,61747,38797,6174,32622,1391,4,1404,31130,247288,0,279910,0,279910,0
64,ASSAM,KOKRAJHAR,3102,329600,178565,183176,177161,18317,158844,8050,5,1750,150764,1569744,0,1728588,0,1728588,0
65,ASSAM,LAKHIMPUR,3270,227700,118313,119306,83869,11930,71938,6890,9,2537,64910,494293,0,566231,0,566231,0
66,ASSAM,MORIGAON,1884,155100,48827,53731,47048,4109,42938,13106,30,2470,29641,1208267,0,1251206,0,1251206,0
67,ASSAM,NAGAON,1884,397300,122206,141144,115421,13808,101613,29005,28,1912,72469,1303650,0,1405263,0,1405263,0
68,ASSAM,NALBARI,1896,104644,34584,34783,34783,3478,31305,7886,25,409,23403,611930,0,643235,0,643235,0
69,ASSAM,SIBSAGAR,2412,266800,107033,107824,101037,9918,91119,4538,4,1795,86530,1238162,0,1329282,0,1329282,0
70,ASSAM,SONITPUR,1978,520400,163977,167012,142004,15537,126466,13002,10,4160,113263,6002113,0,6128580,0,6128580,0
71,ASSAM,TINSUKIA,2322,379000,147953,152305,140116,15230,124885,6415,5,2146,118367,1979761,0,2104646,0,2104646,0
72,ASSAM,UDALGURI,1957,201200,70997,74198,58379,7419,50960,6147,12,1560,44767,1519843,0,1570803,0,1570803,0
73,BIHAR,ARARIA,1632,278937,79359,150947,150947,13767,137179,35777,26,9930,100762,0,0,137179,0,137179,0
74,BIHAR,ARWAL,874,63683,10951,20679,20679,1673,19005,8223,43,2707,10607,0,0,19005,0,19005,0
75,BIHAR,AURANGABAD,974,330284,53487,136332,136332,13511,122821,30861,25,9175,91452,0,0,122821,0,122821,0
76,BIHAR,BANKA,974,301954,42861,65254,65254,6008,59246,18033,30,7063,40757,0,0,59246,0,59246,0
77,BIHAR,BEGUSARAI,1090,189131,46956,54869,54869,5486,49382,31217,63,9751,17535,0,0,49382,0,49382,0
78,BIHAR,BHAGALPUR,1207,260255,64992,77032,77032,7703,69329,25368,36,7123,43501,0,0,69329,0,69329,0
79,BIHAR,BHOJPUR,1051,227530,47216,89182,89182,8905,80277,37921,47,9120,42211,0,0,80277,0,80277,0
80,BIHAR,BUXAR,975,171006,33276,64968,64968,6317,58651,24912,42,5508,33383,0,0,58651,0,58651,0
81,BIHAR,DARBHANGA,1123,250429,60504,75440,75440,7336,68104,35647,52,13733,31570,0,0,68104,0,68104,0
82,BIHAR,EAST CHAMPARAN,1197,395887,100685,192321,192321,18988,173333,74958,43,18240,98256,0,0,173333,0,173333,0
83,BIHAR,GAYA,1003,498586,91893,124358,124358,11949,112408,54043,48,15088,57392,0,0,112408,0,112408,0
84,BIHAR,GOPALGANJ,1135,201913,48144,101476,101476,9664,91812,45193,49,9070,47888,0,0,91812,0,91812,0
85,BIHAR,JAMUI,1107,309826,34370,46586,46586,3797,42789,13971,32,6313,29788,0,0,42789,0,42789,0
86,BIHAR,JEHANABAD,936,93257,17591,31772,31772,3177,28595,23508,82,3718,6457,0,0,28595,0,28595,0
87,BIHAR,KAIMUR,1126,336206,48142,80018,80018,7917,72101,27252,37,5666,44688,0,0,72101,0,72101,0
88,BIHAR,KATIHAR,1342,300991,89079,126379,126379,11969,114409,60888,53,10041,52935,0,0,114409,0,114409,0
89,BIHAR,KHAGARIA,1233,148572,41861,48641,48641,4864,43777,26055,59,5655,17356,0,0,43777,0,43777,0
90,BIHAR,KISHANGANJ,2090,191143,67321,74147,74147,5515,68632,24969,36,5684,43296,0,0,68632,0,68632,0
91,BIHAR,LAKHISARAI,1146,122774,23266,41622,41622,3937,37685,13803,36,3444,23778,0,0,37685,0,37685,0
92,BIHAR,MADHEPURA,1392,178840,46953,105813,105813,10581,95232,39037,40,6993,62385,0,0,95232,0,95232,0
93,BIHAR,MADHUBANI,1293,348645,85398,137147,137147,13462,123684,52235,42,15587,71148,0,0,123684,0,123684,0
94,BIHAR,MUNGER,1146,139550,27763,38738,38738,3873,34864,11121,31,4684,23554,0,0,34864,0,34864,0
95,BIHAR,MUZAFFARPUR,1154,304277,76530,118380,118380,11483,106896,72024,67,16293,34932,0,0,106896,0,106896,0
96,BIHAR,NALANDA,1002,234996,45723,61893,61893,6007,55886,42275,75,9645,14909,0,0,55886,0,55886,0
97,BIHAR,NAWADA,1041,248657,47613,68116,68116,6381,61735,30463,49,6128,30941,0,0,61735,0,61735,0
98,BIHAR,PATNA,1074,320084,77880,108010,108010,10181,97875,58079,59,16981,39454,0,0,97875,0,97875,0
99,BIHAR,PURNEA,1598,320239,96676,172830,172830,15901,156928,51419,32,10738,107124,0,0,156928,0,156928,0
100,BIHAR,ROHTAS,949,383926,71092,125846,125846,12584,113261,45581,40,9902,68245,0,0,113261,0,113261,0
101,BIHAR,SAHARSA,1692,166128,55655,77630,77630,7696,69934,24430,34,6179,45106,0,0,69934,0,69934,0
102,BIHAR,SAMASTIPUR,1192,261287,71079,88589,88589,8858,79730,54894,68,14465,24186,0,0,79730,0,79730,0
103,BIHAR,SARAN,1123,262957,56046,106448,106448,9571,96876,50817,52,13369,47887,0,0,96876,0,96876,0
104,BIHAR,SHEIKHPURA,1008,68809,13417,17665,17665,1603,16061,8758,54,2163,7206,0,0,16061,0,16061,0
105,BIHAR,SHEOHAR,1293,44299,12946,18265,18265,1826,16438,10108,61,2290,6182,0,0,16438,0,16438,0
106,BIHAR,SITAMARHI,1293,218520,61252,69455,69455,6403,63051,31869,50,11600,30434,0,0,63051,0,63051,0
107,BIHAR,SIWAN,1135,222307,51047,104550,104550,10017,94532,51290,54,11172,42520,0,0,94532,0,94532,0
108,BIHAR,SUPAUL,1273,241026,57092,113007,113007,10971,102035,33535,32,7538,68014,0,0,102035,0,102035,0
109,BIHAR,VAISHALI,1176,199518,51299,79140,79140,7914,71226,49471,69,11800,23657,0,0,71226,0,71226,0
110,BIHAR,WEST CHAMPARAN,1472,434438,105831,182616,182616,16529,166086,45029,27,13820,120187,0,0,166086,0,166086,0
111,CHANDIGARH,CHANDIGARH,1078,11400,1278,5379,5379,537,4841,3650,75,2606,1190,0,0,4841,0,4841,0
112,CHHATTISGARH,BALOD,1122,280874,15852,38785,38785,3487,35297,25383,71,2356,10192,48664,0,83962,0,83962,0
113,CHHATTISGARH,BALODA BAZAR,1396,406748,25505,57988,57988,5539,52449,25468,48,5644,26941,76449,0,128898,0,128898,0
114,CHHATTISGARH,BALRAMPUR,1317,713920,45187,49121,49121,4267,44853,9908,22,2200,34784,103265,0,148118,0,148118,0
115,CHHATTISGARH,BASTAR,1362,612998,23248,26286,26286,2297,23988,7337,30,2400,16517,72428,0,96416,0,96416,0
116,CHHATTISGARH,BEMETARA,1122,285481,17197,49865,49865,4700,45165,42083,93,2889,6818,52375,0,97540,0,97540,0
117,CHHATTISGARH,BIJAPUR,1528,661248,50074,51939,51939,5193,46745,3733,7,711,42971,87545,0,134291,0,134291,0
118,CHHATTISGARH,BILASPUR,1114,350848,20358,47525,47525,4282,43242,27493,63,6529,17345,58308,0,101551,0,101551,0
119,CHHATTISGARH,DANTEWADA,1327,341050,25625,27294,27294,2729,24564,3757,15,820,20756,58287,0,82852,0,82852,0
120,CHHATTISGARH,DHAMTARI,1385,408193,19403,70985,70985,6663,64322,50315,78,2180,19973,46645,0,110968,0,110968,0
121,CHHATTISGARH,DURG,1122,231999,14658,44991,44991,4239,40751,31047,76,5135,10704,43334,0,84086,0,84086,0
122,CHHATTISGARH,GARIABAND,1385,582266,21086,37256,37256,3563,33693,21542,63,1877,12001,48969,0,82662,0,82662,0
123,CHHATTISGARH,GOURELA-PENDRA-MARWAHI,1229,230739,12023,14597,14597,1277,13319,4839,36,1324,8272,30299,0,43618,0,43618,0
124,CHHATTISGARH,JANJGIR-CHAMPA,1386,237558,12055,37899,37899,3465,34433,10439,30,3060,23744,40183,0,74617,0,74617,0
125,CHHATTISGARH,JASHPUR,1481,645741,27551,33144,33144,2772,30371,13084,43,2320,17183,83580,0,113952,0,113952,0
126,CHHATTISGARH,KABIRDHAM,1218,444705,35795,51284,51284,4638,46646,30516,65,2837,15949,78072,0,124719,0,124719,0
127,CHHATTISGARH,KANKER,1397,643448,59732,69524,69524,5731,63793,21472,33,2150,42197,117396,0,181189,0,181189,0
128,CHHATTISGARH,KHAIRAGARH-CHHUIKHADAN_GANDAI,1208,156559,8324,21575,21575,1554,20021,15655,78,1161,4269,27407,0,47428,0,47428,0
129,CHHATTISGARH,KONDAGAON,1362,386027,30540,34345,34345,1831,32514,11983,36,1658,20689,68740,0,101255,0,101255,0
130,CHHATTISGARH,KORBA,1392,714544,39086,48681,48681,2837,45843,15658,34,3879,29901,79252,0,125096,0,125096,0
131,CHHATTISGARH,KOREA,1733,91692,12368,17466,17466,1137,16328,6375,39,683,9925,13437,0,29766,0,29766,0
132,CHHATTISGARH,MAHASAMUND,1406,496300,42781,70440,70440,4952,65487,39254,59,3077,26025,84596,0,150084,0,150084,0
133,CHHATTISGARH,MANENDRAGARH-CHIRMIRI_BHARATPUR,1317,506078,48352,51527,51527,4396,47130,7513,15,1136,39571,60215,0,107346,0,107346,0
134,CHHATTISGARH,MOHLA-MANPUR_AMBAGARHCHOWKI,1208,238998,12501,17171,17171,1717,15454,5573,36,767,9846,29742,0,45196,0,45196,0
135,CHHATTISGARH,MUNGELI,1351,275036,8526,18878,18878,1790,17087,9549,55,2236,7169,30188,0,47275,0,47275,0
136,CHHATTISGARH,NARAYANPUR,1404,691316,25565,26402,26402,2640,23762,1029,4,412,22707,66996,0,90758,0,90758,0
137,CHHATTISGARH,RAIGARH,1466,520389,37929,43794,43794,3877,39916,16339,40,3302,23370,71100,0,111016,0,111016,0
138,CHHATTISGARH,RAIPUR,1376,289198,18983,49778,49778,4692,45085,27757,61,6815,16702,54687,0,99773,0,99773,0
139,CHHATTISGARH,RAJNANDGAON,1208,272460,19588,38635,38635,3464,35171,24513,69,4080,9706,47875,0,83047,0,83047,0
140,CHHATTISGARH,SAKTI,1386,185388,9130,33707,33707,3232,30474,13675,44,2086,16614,28795,0,59270,0,59270,0
141,CHHATTISGARH,SARANGARH-BILAIRAGH,1418,255938,15126,25432,25432,1986,23446,8482,36,2028,14745,42551,0,65997,0,65997,0
142,CHHATTISGARH,SUKMA,1403,563579,43875,45434,45434,4128,41306,1700,4,636,39586,103662,0,144968,0,144968,0
143,CHHATTISGARH,SURAJPUR,1241,278720,28105,40787,40787,3230,37556,24931,66,2298,12481,48452,0,86009,0,86009,0
144,CHHATTISGARH,SURGUJA,1369,519115,35237,41770,41770,3627,38143,16241,42,2436,21762,78100,0,116243,0,116243,0
145,DADRA AND NAGAR HAVELI,DADRA NAGAR HAVELI,2265,49100,6140,8750,8750,579,8170,10747,131,1798,732,0,0,8170,0,8170,0
146,DAMAN AND DIU,DAMAN,2157,7200,2822,2936,2936,146,2789,4430,158,1412,0,0,0,2789,0,2789,0
147,DAMAN AND DIU,DIU,831,4000,549,586,586,29,557,1282,230,175,0,0,0,557,0,557,0
148,DELHI,CENTRAL,524,7930,353,2451,2451,245,2206,1740,78,2087,487,0,0,2206,0,2206,0
149,DELHI,EAST,586,3159,125,1636,1636,163,1472,1392,94,1439,79,0,0,1472,0,1472,0
150,DELHI,NAZUL LAND,586,2579,333,509,509,50,458,314,68,86,144,0,0,458,0,458,0
151,DELHI,NEW DELHI,638,15809,1013,2913,2913,291,2621,3612,137,2923,0,0,0,2621,0,2621,0
152,DELHI,NORTH,670,29114,2265,4675,4675,467,4208,4592,109,4084,208,0,0,4208,0,4208,0
153,DELHI,NORTH EAST,509,3567,144,1775,1775,177,1597,1690,105,1513,107,0,0,1597,0,1597,0
154,DELHI,NORTH WEST,670,15436,1153,3713,3713,259,3454,2278,65,2378,1175,0,0,3454,0,3454,0
155,DELHI,SHAHDARA,509,3458,114,1608,1608,160,1447,1669,115,1375,4,0,0,1447,0,1447,0
156,DELHI,SOUTH,661,15785,1134,4474,4474,447,4027,4541,112,3807,1,0,0,4027,0,4027,0
157,DELHI,SOUTH EAST,661,10352,621,2625,2625,262,2363,2308,97,2075,55,0,0,2363,0,2363,0
158,DELHI,SOUTH WEST,763,30516,3259,7716,7716,771,6944,6499,93,3020,360,0,0,6944,0,6944,0
159,DELHI,WEST,728,11054,1484,4052,4052,405,3647,3510,96,2778,245,0,0,3647,0,3647,0
160,GOA,GOA NORTH,3354,146310,14776,16515,16515,3302,13212,3328,25,1755,9802,0,0,13212,0,13212,0
161,GOA,SOUTH GOA,3355,223887,21174,23109,23109,4621,18487,3446,18,2247,14937,0,0,18487,0,18487,0
162,GUJARAT,AHMEDABAD,630,707726,93450,560472,560472,54266,506206,70321,87,1101,12073,0,0,42428,463777,42428,463777
163,GUJARAT,AMRELI,731,747846,140457,158248,158248,7912,150335,76069,50,1230,73669,0,0,148532,1803,148532,1803
164,GUJARAT,ANAND,851,304119,48017,133748,133748,9680,124068,28365,22,3689,82808,0,0,107500,16568,107500,16568
165,GUJARAT,ARVALLI,861,316889,79638,90224,90224,4511,85712,35930,41,2144,49671,0,0,85712,0,85712,0
166,GUJARAT,BANASKANTHA,667,1079944,145472,189998,189998,18585,171412,179331,115,4557,14499,0,0,116725,54686,116725,54686
167,GUJARAT,BHARUCH,800,550688,65161,96314,96314,8965,87349,25296,30,1891,43370,0,0,62881,24467,62881,24467
168,GUJARAT,BHAVNAGAR,664,728147,104275,126827,126827,6361,120466,51013,42,3322,60694,0,0,106379,14086,106379,14086
169,GUJARAT,BOTAD,698,248479,46934,54023,54023,2702,51320,25865,50,943,22055,0,0,44440,6880,44440,6880
170,GUJARAT,CHHOTA UDEPUR,1067,343791,40295,59705,59705,4914,54790,21890,39,2312,32798,0,0,54790,0,54790,0
171,GUJARAT,DAHOD,625,364129,16490,34223,34223,3099,31123,12292,39,2524,18567,0,0,31123,0,31123,0
172,GUJARAT,DANG,2103,180436,28529,30442,30442,3044,27398,2738,9,522,24623,0,0,27398,0,27398,0
173,GUJARAT,DEVBHUMI DWARKA,917,432881,45863,53270,53270,2663,50606,28165,56,1630,19680,0,0,45397,5208,45397,5208
174,GUJARAT,GANDHINAGAR,762,215520,44687,64737,64737,5523,59213,53175,92,1807,7083,0,0,57610,1603,57610,1603
175,GUJARAT,GIR SOMNATH,1089,328588,71312,80728,80728,6358,74370,33601,45,3081,37777,0,0,69968,4401,69968,4401
176,GUJARAT,JAMNAGAR,789,642447,133849,154540,154540,7741,146798,55597,36,2500,89356,0,0,140704,6094,140704,6094
177,GUJARAT,JUNAGADH,1122,555266,157708,172779,172779,8643,164135,70240,42,3412,88668,0,0,154038,10097,154038,10097
178,GUJARAT,KACHCHH,535,2049135,161595,208978,208978,19185,189792,104090,54,1193,45494,0,0,92010,97782,92010,97782
179,GUJARAT,KHEDA,765,343764,49763,92732,92732,8591,84141,37027,40,2972,44548,0,0,74861,9280,74861,9280
180,GUJARAT,MAHESANA,708,443175,70867,281177,281177,27674,253503,100991,108,1484,4786,0,0,71017,182486,71017,182486
181,GUJARAT,MAHISAGAR,675,249997,15894,31775,31775,3177,28598,13491,47,941,15058,0,0,28598,0,28598,0
182,GUJARAT,MORBI,629,499269,57581,89442,89442,6118,83323,37695,45,1538,37160,0,0,68870,14452,68870,14452
183,GUJARAT,NARMADA,1123,280232,27832,40537,40537,2700,37837,21110,55,564,16701,0,0,37837,0,37837,0
184,GUJARAT,NAVSARI,1865,222610,60214,81188,81188,5398,75789,20544,27,2739,55080,0,0,75692,97,75692,97
185,GUJARAT,PANCHMAHAL,869,329041,19574,56406,56406,3755,52651,11485,21,1610,41075,0,0,52651,0,52651,0
186,GUJARAT,PATAN,603,568650,79566,115867,115867,10063,105804,77893,98,956,4011,0,0,36403,69400,36403,69400
187,GUJARAT,PORBANDAR,840,230540,32921,37917,37917,2696,35221,18267,50,533,10606,0,0,21285,13935,21285,13935
188,GUJARAT,RAJKOT,791,776258,143424,180827,180827,9041,171785,109541,62,2687,63639,0,0,171785,0,171785,0
189,GUJARAT,RANA AND KUTCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,GUJARAT,SABARKANTHA,892,424920,55291,82287,82287,8228,74058,52807,71,2345,22467,0,0,74058,0,74058,0
191,GUJARAT,SURAT,1518,421582,104956,153909,153909,11987,141921,54865,39,22068,80658,0,0,132335,9586,132335,9586
192,GUJARAT,SURENDRANAGAR,586,927607,107090,237407,237407,18860,218547,57663,47,1324,40494,0,0,77547,140999,77547,140999
193,GUJARAT,TAPI,1322,318572,49059,70575,70575,6912,63662,20933,32,864,42363,0,0,63662,0,63662,0
194,GUJARAT,VADODARA,797,406398,60987,125043,125043,8415,116627,63027,64,6819,34607,0,0,97932,18694,97932,18694
195,GUJARAT,VALSAD,2469,300896,56040,75934,75934,7593,68341,18145,26,4608,49876,0,0,68331,10,68331,10
196,HARYANA,AMBALA,1065,151204,29138,43885,43885,4388,39497,48603,123,7003,2215,0,0,39497,0,39497,0
197,HARYANA,BHIWANI,358,329727,20541,46003,46003,4078,41925,52972,106,780,8654,0,0,41925,0,41925,0
198,HARYANA,CHARKHI DADRI,531,137349,11505,20720,20720,2072,18648,25339,125,1265,4903,0,0,18648,0,18648,0
199,HARYANA,FARIDABAD,601,74278,6736,13078,13078,1307,11770,24582,200,4409,0,0,0,11770,0,11770,0
200,HARYANA,FATEHABAD,289,252512,14905,71472,71472,6772,64700,118050,182,1859,284,0,0,64700,0,64700,0
201,HARYANA,GURGAON,559,126034,12863,22330,22330,2145,20184,43193,213,5124,0,0,0,20184,0,20184,0
202,HARYANA,HISAR,317,407527,24448,60247,60247,4862,55385,50051,88,366,14673,0,0,55385,0,55385,0
203,HARYANA,JHAJJAR,362,193464,14806,36860,36860,3467,33393,23244,54,367,15315,0,0,33393,0,33393,0
204,HARYANA,JIND,536,275091,27084,84952,84952,6438,78514,90072,105,2470,7705,0,0,78514,0,78514,0
205,HARYANA,KAITHAL,483,227414,18613,47233,47233,4471,42761,82874,193,3073,0,0,0,42761,0,42761,0
206,HARYANA,KARNAL,644,247051,31824,94803,94803,8804,85998,148713,172,8629,524,0,0,85998,0,85998,0
207,HARYANA,KURUKSHETRA,624,168420,18959,41230,41230,3906,37324,84466,226,4635,0,0,0,37324,0,37324,0
208,HARYANA,MAHENDRAGARH,332,194082,10439,22272,22272,2227,20044,29368,146,3256,65,0,0,20044,0,20044,0
209,HARYANA,MEWAT,434,150232,8845,17771,17771,1777,15993,16071,80,2062,3950,0,0,15993,0,15993,0
210,HARYANA,PALWAL,441,135955,10391,38617,38617,3555,35061,33083,94,2222,6807,0,0,35061,0,35061,0
211,HARYANA,PANCHKULA,1379,88286,11871,14215,14215,911,13304,8382,63,1143,4921,0,0,13304,0,13304,0
